Chart Title: ,Avg Percentage CPU for AFAS Next Production V1 in West Europe region  by VMName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mon, 03 Feb 2025 00:00:00 GMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sun, 09 Feb 2025 23:59:00 GMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grain: 5 Minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aggregation type: Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grouping: VMName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filters: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chart type: Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Clstr004-SS_4,Clstr004-SS_2,Clstr004-SS_1,Clstr004-SS_0,Clstr003-SS_1,Clstr003-SS_4,Clstr004-SS_3,Clstr003-SS_3,Clstr003-SS_2,Clstr003-SS_0,Dbg002-SS_0,Clstr008-SS_1,Clstr008-SS_0,Clstr008-SS_2,Clstr008-SS_4,Clstr008-SS_3,Clstr009-SS_5,Clstr009-SS_6,Clstr009-SS_8,Clstr009-SS_7,Clstr009-SS_9,Clstr009-SS_1,Clstr009-SS_3,Clstr009-SS_4,Clstr009-SS_2,Clstr009-SS_0,proxy001L-SS_6,proxy001L-SS_7,proxy001L-SS_5,proxy001L-SS_8
2/6/2025 23:20,16.767,17.302,18.65,19.225,18.349,17.954,16.386,16.911,18.036,19.69,11.694,25.596,14.235,17.862,18.981,11.405,--,--,--,--,--,1.06,0.857,0.764,2.719,0.83,0.556,0.47,0.431,0.508
2/6/2025 23:25,17.019,15.502,16.714,16.466,17.311,18.793,16.087,15.647,16.964,16.601,13.607,27.897,12.383,8.244,12.974,13.324,--,--,--,--,--,2.507,2.244,2.332,0.847,2.506,0.472,0.444,0.464,0.401
2/6/2025 23:30,16.551,17.28,19.591,17.264,17.441,17.185,16.22,17.978,18.033,17.202,11.573,17.671,20.734,6.167,11.269,14.42,--,--,--,--,--,0.886,0.832,0.721,0.603,0.852,0.479,1.05,1.023,1.06
2/6/2025 23:35,15.832,16.113,17.074,17.178,18.945,18.149,15.607,16.006,17.144,18.88,11.742,38.602,57,30.177,16.094,25.54,--,--,--,--,--,0.929,0.566,0.732,3.83,0.686,1.097,0.504,0.462,0.544
2/6/2025 23:40,17.332,16.359,15.656,16.016,17.179,17.238,17.253,16.218,17.163,17.008,12.922,32.505,43.868,20.326,15.945,26.93,--,--,--,--,--,4.185,2.421,4.008,0.702,4.084,0.615,0.506,0.425,0.497
2/6/2025 23:45,15.474,17.991,16.81,16.557,17.27,17.107,15.406,17.264,19.416,16.537,11.878,16.267,28.519,15.58,13.79,20.371,--,--,--,--,--,0.992,2.236,0.609,0.773,0.791,1.14,1.178,1.021,1.046
2/6/2025 23:50,16.941,15.626,15.61,18.001,18,16.784,15.263,16.514,17.81,22.888,12.055,45.043,65.246,40.367,33.176,35.024,--,--,--,--,--,0.854,0.878,0.698,2.61,0.673,0.523,0.481,0.542,0.531
2/6/2025 23:55,16.568,15.864,15.837,17.259,16.951,18.799,16.273,16.037,17.042,16.834,13.598,72.269,56.924,56.021,57.829,64.466,--,--,--,--,--,2.552,2.553,2.365,0.689,2.521,0.543,0.494,--,0.443
2/7/2025 0:00,17.091,17.533,18.398,16.264,19.456,18.166,16.542,21.88,19.16,17.304,11.39,57.084,23.652,75.198,29.208,67.528,--,--,--,--,--,0.844,0.833,0.912,0.7,0.872,1.164,1.022,1.061,1.123
2/7/2025 0:05,16.465,16.683,17.086,17.767,19.766,17.374,15.634,17.38,17.891,18.809,13.639,67.263,50.533,63.223,44.589,47.173,--,--,--,--,--,1.052,0.908,0.608,4.142,0.731,0.75,0.623,0.654,0.535
2/7/2025 0:10,17.53,15.269,15.664,15.84,16.842,17.804,18.133,17.697,16.469,16.439,12.756,77.436,45.126,62.833,37.29,47.549,--,--,--,--,--,4.102,2.696,4.021,0.82,3.873,0.487,0.549,0.383,0.494
2/7/2025 0:15,15.575,17.211,16.531,15.9,16.734,16.73,16.583,16.818,18.612,15.718,11.68,42.845,36.326,60.339,37.388,27.429,--,--,--,--,--,0.935,2.142,0.842,0.761,0.603,0.476,0.506,0.411,0.425
2/7/2025 0:20,15.535,17.062,18.656,18.132,17.682,16.617,15.288,15.937,17.961,18.399,11.613,33.184,28.042,50.583,36.137,24.451,--,--,--,--,--,1.239,0.719,0.619,2.392,0.661,0.449,0.442,0.39,0.435
2/7/2025 0:25,16.134,15.663,17.082,15.812,16.681,19.175,16.097,15.798,17.26,16.484,13.552,54.313,47.153,51.163,40.982,46.256,--,--,--,--,--,2.702,2.395,2.368,0.73,2.279,0.429,0.429,0.488,0.391
2/7/2025 0:30,15.563,16.555,17.304,15.792,17.81,17.42,15.287,18.388,18.696,16.672,11.967,30.341,20.621,33.638,20.214,25.59,--,--,--,--,--,0.936,0.693,0.763,0.637,0.732,0.409,0.435,0.442,0.397
2/7/2025 0:35,15.536,15.593,16.684,16.715,19.415,18.33,15.025,17.195,24.782,17.376,11.875,21.517,13.72,20.028,13.769,13.815,--,--,--,--,--,0.986,0.594,0.77,3.984,0.689,0.466,0.444,0.463,0.404
2/7/2025 0:40,17.426,17.384,15.634,15.272,17.099,18.892,17.096,17.153,17.611,16.98,12.458,14.354,18.211,10.397,13.863,14.251,--,--,--,--,--,4.342,2.504,4.052,0.588,4.015,0.437,0.546,0.408,0.42
2/7/2025 0:45,15.655,17.122,16.483,15.372,16.439,16.809,15.299,17.002,18.938,17.38,12.042,9.387,9.301,8.863,8.863,9.008,--,--,--,--,--,1.116,2.248,0.67,0.659,0.896,0.457,0.445,0.401,0.411
2/7/2025 0:50,15.641,16.472,15.433,17.649,17.501,16.621,15.848,15.612,17.056,19.516,11.821,6.422,7.529,13.605,6.512,6.885,--,--,--,--,--,1,0.63,0.698,2.376,0.795,0.433,0.436,0.43,0.391
2/7/2025 0:55,20.837,15.408,15.713,15.804,16.756,18.526,16.173,15.443,16.56,16.766,14.24,13.828,15.491,5.454,13.728,13.299,--,--,--,--,--,2.706,2.407,2.521,0.714,2.438,0.429,0.487,0.405,0.395
2/7/2025 1:00,17.132,18.556,18.723,17.241,18.103,18.18,16.913,18.734,19.491,17.127,11.851,5.416,5.686,5.154,5.741,5.56,--,--,--,--,--,0.864,0.777,0.667,0.648,0.884,0.419,0.437,0.425,0.408
2/7/2025 1:05,16.852,16.352,15.529,17.12,19.443,16.77,15.462,16.504,17.548,18.349,12.014,4.967,5.674,8.838,5.58,5.246,--,--,--,--,--,1.054,0.934,0.745,4.09,0.741,0.432,0.44,0.46,0.403
2/7/2025 1:10,16.788,16.08,15.03,15.841,16.764,17.141,16.978,15.825,17.619,16.459,12.709,8.854,9.761,4.844,9.476,9.29,--,--,--,--,--,4.251,2.528,3.935,0.618,4.067,0.434,0.437,0.401,0.41
2/7/2025 1:15,15.799,17.304,16.405,16.809,16.711,16.679,15.883,16.917,18.771,16.449,11.803,5.066,5.768,4.816,5.433,5.195,--,--,--,--,--,1.099,2.04,0.902,0.472,0.645,0.468,0.425,0.411,0.405
2/7/2025 1:20,15.497,15.794,15.588,17.703,17.825,16.681,15.659,18.304,17.36,18.599,11.281,4.925,5.711,12.321,5.344,5.157,--,--,--,--,--,0.806,0.621,0.856,2.389,0.707,0.411,0.497,0.47,0.384
2/7/2025 1:25,16.577,15.748,15.876,16.327,16.87,18.478,17.43,16.12,17.01,17.079,13.569,12.454,12.774,4.726,12.823,12.4,--,--,--,--,--,2.695,2.493,2.439,0.732,2.388,0.428,0.539,0.439,0.452
2/7/2025 1:30,15.94,16.702,17.321,15.865,18.184,16.66,15.766,17.84,17.948,17.142,12.278,4.136,3.933,4.122,3.762,4.487,--,--,--,--,--,0.922,0.812,0.746,0.573,0.769,0.475,0.549,0.412,0.482
2/7/2025 1:35,15.702,15.203,15.561,17.82,18.752,16.651,14.721,15.14,16.731,17.637,11.784,3.411,3.635,6.855,3.472,3.79,--,--,--,--,--,0.864,0.811,0.727,3.957,0.664,0.485,0.539,0.397,0.392
2/7/2025 1:40,17.473,15.332,15.429,17.324,16.702,17.617,17.303,15.883,16.259,16.299,12.773,6.199,6.727,3.369,5.864,6.591,--,--,--,--,--,4.171,2.522,3.99,0.716,3.988,0.46,0.497,0.397,0.392
2/7/2025 1:45,15.599,17.425,16.826,15.908,16.737,16.742,15.207,19.911,18.75,15.976,12.259,2.462,2.779,2.187,2.103,2.185,--,--,--,--,--,0.865,2.078,0.581,0.91,0.898,0.472,0.439,0.466,0.404
2/7/2025 1:50,15.353,15.671,14.932,17.641,17.503,16.143,19.621,17.483,17.058,18.325,11.892,2.257,2.953,9.743,2.156,2.39,--,--,--,--,--,0.825,0.814,0.744,2.385,0.696,0.426,0.439,0.457,0.414
2/7/2025 1:55,16.056,15.604,15.21,15.859,16.742,18.203,16.256,16.142,16.815,16.532,13.954,9.592,10.019,1.976,9.176,9.425,--,--,--,--,--,2.602,2.504,2.494,0.662,2.521,0.434,0.427,0.379,0.411
2/7/2025 2:00,16.985,17.954,19.813,17.414,17.912,17.874,16.833,18.894,19.211,17.373,11.274,2.236,2.782,2.093,2.076,2.227,--,--,--,--,--,1.31,1.096,1.103,1.277,1.206,0.438,0.497,0.408,0.415
2/7/2025 2:05,16.081,16.158,16.118,16.955,19.89,17.289,15.225,16.828,17.565,19.996,11.251,2.344,2.632,5.907,2.162,2.274,--,--,--,--,--,1.064,0.748,0.77,4.117,0.621,0.468,0.461,0.444,0.429
2/7/2025 2:10,24.126,15.414,16.42,15.37,16.683,17.645,17.027,16.358,16.882,17.53,12.028,6.063,6.617,1.946,7.008,5.914,--,--,--,--,--,4.369,2.601,3.906,0.654,4.083,0.418,0.437,0.441,0.378
2/7/2025 2:15,15.772,17.198,16.763,15.863,16.294,16.676,16.45,16.697,18.899,16.45,12.1,2.283,2.74,2.061,2.237,2.188,--,--,--,--,--,0.839,2.103,0.674,0.796,0.725,0.425,0.435,0.401,0.422222222
2/7/2025 2:20,15.773,15.235,15.481,18.002,17.81,16.802,14.92,16.228,16.565,19.778,11.868,2.308,2.692,9.24,2.154,2.281,--,--,--,--,--,0.883,0.727,0.622,2.442,0.786,0.426,0.435,0.432,0.396
2/7/2025 2:25,16.524,15.621,15.404,15.831,16.87,18.463,16.191,17.811,16.448,16.029,14.526,9.526,9.995,2.077,9.52,9.612,--,--,--,--,--,2.47,2.544,2.446,0.613,2.479,0.501,0.422,0.409,0.404
2/7/2025 2:30,15.499,17.31,17.299,15.853,16.731,16.67,15.279,19.56,17.797,16.192,11.724,2.33,2.792,1.982,2.147,2.296,--,--,--,--,--,0.971,0.761,0.788,0.535,0.738,0.464,0.441,0.386,0.396
2/7/2025 2:35,14.943,15.578,14.942,16.701,22.974,16.213,16.375,15.948,16.732,17.379,11.612,2.477,2.81,6.021,2.275,2.33,--,--,--,--,--,0.797,0.646,0.733,3.858,0.954,0.425,0.432,0.392,0.443
2/7/2025 2:40,17.081,15.405,15.164,15.876,16.719,17.764,16.989,15.845,16.692,16.311,12.78,6.524,6.766,2.156666667,5.834,6.342,--,--,--,--,--,4.241,2.744,3.896,0.549,4.066,0.419,0.472,0.393,0.388
2/7/2025 2:45,15.573,18.044,16.3,15.81,16.872,17.24,15.216,17.119,18.702,16.402,11.859,2.49,2.677,2.26375,1.959,2.298,--,--,--,--,--,0.844,1.916,0.746,0.626,0.826,0.544,0.463,0.392,0.406
2/7/2025 2:50,15.686,15.547,15.174,17.574,17.768,16.761,15.179,15.89,16.732,18.065,12.101,2.179,2.905,9.288,2.254,2.456,--,--,--,--,--,1.041,0.699,0.776,2.294,0.702,0.418,0.419,0.441,0.396
2/7/2025 2:55,16.578,15.644,15.456,15.374,16.391,18.814,16.143,17.377,18.6,16.419,13.428,9.642,9.961,2.041,9.206,9.452,--,--,--,--,--,2.644,2.429,2.305,0.803,2.487,0.465,0.434,0.407,0.436
2/7/2025 3:00,16.489,17.574,18.179,17.52,17.12,19.318,15.998,17.945,19.11,18.309,11.548,2.296,2.765,9.909,2.013,2.284,--,--,--,--,--,1.295,1.335,0.822,0.622,0.896,0.438,0.44,0.403,0.446
2/7/2025 3:05,16.149,18.422,16.983,17.634,20.249,17.522,15.409,16.709,17.891,18.473,12.251,2.278,2.749,6.086,2.114,2.278,--,--,--,--,--,0.987,0.758,0.781,4.093,0.77,0.446,0.438,0.399,0.402
2/7/2025 3:10,17.394,15.706,15.53,15.822,17.179,17.695,17.048,15.903,16.424,17.545,12.866,6.21,6.727,2.059,5.824,6.008,--,--,--,--,--,4.202,2.959,4.128,0.574,4.02,0.487,0.52,0.46,0.426
2/7/2025 3:15,15.662,17.356,16.401,15.776,17.111,17.555,15.194,16.863,18.661,16.846,11.565,2.366,2.73,2.029,2.13,2.448,--,--,--,--,--,0.935,1.86,0.896,0.613,0.718,0.628,0.539,0.534,0.516
2/7/2025 3:20,14.847,15.685,14.753,18.011,17.715,17.705,16.12,15.992,16.731,18.078,11.769,2.195,2.799,9.33,2.071,2.253,--,--,--,--,--,0.977,0.661,0.736,2.249,0.771,0.528,0.441,0.419,0.463
2/7/2025 3:25,16.452,15.582,15.518,15.87,16.698,20.498,17.222,15.786,16.832,16.261,13.482,9.738,10.35,2.096,9.231,9.53,--,--,--,--,--,2.644,2.379,2.3,0.763,2.458,0.435,0.437,0.42,0.483
2/7/2025 3:30,15.623,16.613,17.148,15.92,16.686,16.728,16.235,17.76,17.833,17.24,11.783,2.255,2.7,2.071,1.989,2.332,--,--,--,--,--,0.886,0.68,0.732,0.67,0.773,0.416,0.584,0.4,0.439
2/7/2025 3:35,15.596,15.404,16.122,16.263,18.624,17.702,15.16,15.845,16.667,18.138,11.476,2.496,2.9,5.975,2.122,2.173,--,--,--,--,--,0.814,0.653,0.624,4.053,0.816,0.425,1.792,0.473,0.4
2/7/2025 3:40,17.292,15.872,15.349,15.489,16.263,17.83,17.251,15.874,16.814,16.381,12.827,6.267,6.591,2.239,6.001,6.208,--,--,--,--,--,4.262,2.766,3.981,0.866,4,0.495,0.434,0.419,0.433
2/7/2025 3:45,15.654,17.72,16.418,16.439,16.503,16.961,14.616,17.728,18.758,16.537,11.766,2.247,2.721,2.217,2.025,2.19,--,--,--,--,--,0.973,1.885,0.725,0.695,1.032,0.439,0.522,0.394,0.437
2/7/2025 3:50,16.895,15.337,16.05,17.952,17.749,16.678,15.829,17.782,16.702,18.036,11.629,2.457,4.623,9.346,2.194,2.413,--,--,--,--,--,0.968,0.793,0.521,2.394,0.805,0.444,0.401,0.522,0.426
2/7/2025 3:55,16.637,15.881,15.823,17.582,16.745,18.377,16.102,16.321,16.679,15.768,13.849,9.599,10.943,2.063,9.201,9.497,--,--,--,--,--,2.529,2.676,2.469,0.641,2.298,0.528,0.464,0.489,0.378
2/7/2025 4:00,17.619,18.101,18.681,17.486,18.034,17.864,16.874,22.229,19.382,17.49,11.322,2.28,2.727,1.998,2.195,2.316,--,--,--,--,--,1.333,1.602,1.447,1.912,1.358,0.534,0.531,0.461,0.508
2/7/2025 4:05,15.424,16.61,16.09,17.263,19.684,16.866,15.566,16.832,17.469,18.281,13.693,2.699,2.864,5.939,2.106,2.463,--,--,--,--,--,0.974,0.666,0.816,3.902,0.757,0.439,0.416,0.486,0.436
2/7/2025 4:10,17.607,15.807,15.558,16.008,17.028,17.787,17.294,18.598,17.054,16.596,12.998,6.176,6.591,2.113,6.066,6.028,--,--,--,--,--,4.247,2.852,3.922,0.797,4.086,0.444,0.56125,0.413,0.446
2/7/2025 4:15,16.151,17.469,16.657,16.032,17.05,16.965,15.356,16.989,18.973,16.54,11.446,2.547,2.925,2.043,2.169,2.328,--,--,--,--,--,0.825,2.081,0.642,0.72,0.729,0.444,0.418,0.515,0.479
2/7/2025 4:20,15.655,17.185,20.341,17.698,17.955,17.115,15.424,16.032,18.253,18.615,12.041,2.39,2.765,9.392,2.076,2.262,--,--,--,--,--,0.812,0.685,0.91,2.392,0.776,0.446,0.42,0.423,0.5
2/7/2025 4:25,16.882,15.857,16.534,15.958,16.365,20.165,16.232,15.525,17.465,16.716,13.681,10.122,10.118,2.089,9.376,16.392,--,--,--,--,--,2.651,2.308,2.566,0.734,2.392,0.508,0.459,0.524,0.387
2/7/2025 4:30,15.683,16.33,17.51,16.169,18.683,17.001,14.747,17.725,19.101,16.688,12.341,2.364,2.717,2.146,2.098,2.522,--,--,--,--,--,0.879,0.683,0.785,0.636,0.853,0.451,0.412,0.459,0.445
2/7/2025 4:35,15.807,15.746,16.692,16.876,19.03,18.457,15.428,16.098,23.772,17.225,12.124,2.475,2.974,5.993,2.304,2.306,--,--,--,--,--,0.919,0.722,0.562,4.041,0.791,0.5,0.469,0.456,0.416
2/7/2025 4:40,17.519,17.312,15.855,15.956,16.853,18.706,17.287,16.126,17.153,16.094,13.395,6.346,10.974,3.285,6.019,6.471,--,--,--,--,--,4.209,2.541666667,4.058,0.702,4.079,0.425,0.608,0.425,0.457
2/7/2025 4:45,15.334,17.666,16.493,15.852,17.087,16.279,15.74666667,17.203,18.658,17.609,12.324,2.304,2.891,2.149,2.157,2.344,--,--,--,--,--,0.893,2.293,0.984,0.631,0.841,0.555,0.573,0.409,0.545
2/7/2025 4:50,15.253,16.52,15.177,17.82,17.975,16.605,16.581,15.995,17.003,19.329,11.931,2.422,2.845,9.778,2.313,2.498,--,--,--,--,--,1.018,0.806,0.843,2.41,0.767,0.478,0.484,0.462,0.43
2/7/2025 4:55,20.95,15.878,15.769,15.964,16.967,18.652,16.383,15.982,16.937,16.769,15.105,9.716,10.362,2.039,9.685,9.575,--,--,--,--,--,2.553,2.49,2.283,0.9,2.399,0.432,0.429,0.412,0.46
2/7/2025 5:00,17.011,18.623,18.789,17.383,18.32,18.02,16.962,18.886,19.163,17.448,11.853,2.315,2.854444444,2.055,2.137,2.391,--,--,--,--,--,2.773,3.396,2.347,1.664,2.567,0.478,0.546,0.577,0.472
2/7/2025 5:05,16.968,16.251,15.992,16.339,19.556,17.568,15.64,16.673,17.857,18.63,12.255,2.551,2.781,5.911,2.048,2.358,--,--,--,--,--,1.266,1.112,1.158,4.251,1.144,0.711,0.526,0.56,0.575
2/7/2025 5:10,17.545,16.047,15.47,15.98,16.409,17.823,16.714,15.493,17.797,16.631,12.839,6.129,6.66,2.083,5.919,6.043,--,--,--,--,--,4.161,2.938,3.989,0.887,4.333,0.509,0.548,0.477,0.487
2/7/2025 5:15,15.751,16.857,16.691,16.92,17.245,17.012,15.862,17.14,18.42,16.845,11.842,2.366,2.844,2.115,2.008,2.364,--,--,--,--,--,1.621,2.37,1.335,1.1,1.348,0.581,0.603,0.601,0.577
2/7/2025 5:20,15.621,15.784,15.869,19.177,17.916,16.794,15.799,18.639,17.034,18.399,11.932,2.263,2.711,9.315,2.153,2.357,--,--,--,--,--,0.939,0.833,0.788,2.428,0.656,0.469,0.474,0.454,0.546
2/7/2025 5:25,16.685,15.762,15.955,15.87,18.542,18.615,17.609,16.297,16.953,16.838,13.724,9.688,10.162,2.302,9.264,9.64,--,--,--,--,--,3.504,3.151,2.835,1.403,3.018,0.528,0.585,0.436,0.471
2/7/2025 5:30,21.233,21.279,22.874,22.469,22.431,23.196,20.241,22.308,24.577,19.988,12.107,2.253,2.874,2.007,2.088,2.297,--,--,--,--,--,1.194,0.875,1.108,0.819,0.681,0.638,0.556,0.427,0.51
2/7/2025 5:35,20.005,19.691,19.144,21.366,27.349,23.094,19.875,25.814,24.952,26.02,11.596,2.477,2.859,6.078,2.205,2.257,--,--,--,--,--,1.21,0.752,0.869,4.261,1.032,0.59,0.47,0.493,0.523
2/7/2025 5:40,17.686,15.674,15.506,17.403,16.985,17.91,17.198,16.178,17.135,16.668,12.845,6.143,6.59,2.111,5.724,6.217,--,--,--,--,--,4.607,3.14,4.198,0.795,4.14,0.628,0.573,0.513,0.492
2/7/2025 5:45,15.716,17.676,17.008,15.652,16.912,16.942,15.528,20.462,18.86,16.625,12.309,2.264,2.778,2.253,2.076,2.277,--,--,--,--,--,1.293,2.062,1.105,1.023,1.195,0.567,0.64,0.514,0.589
2/7/2025 5:50,15.888,15.779,16.234,17.308,17.405,16.895,20.175,16.416,17.085,18.43,11.412,2.445,2.937,9.364,2.201,2.541,--,--,--,--,--,1.181,0.765,0.88,2.568,0.917,0.724,0.537,0.591,0.537
2/7/2025 5:55,16.671,15.695,15.617,15.99,16.815,19.065,16.053,15.964,17.067,16.763,14.216,9.731,10.076,2.023,9.363,9.559,--,--,--,--,--,3.096,2.754,2.789,0.794,2.964,0.771,0.563,0.527,0.554
2/7/2025 6:00,16.974,17.52,19.847,17.426,18.185,18.709,16.467,19.046,19.134,17.574,11.884,2.279,2.838,2.034,2.021,2.343,--,--,--,--,--,3.192,2.87,2.404,3.39,3.168,0.891,0.856,0.555,0.612
2/7/2025 6:05,16.754,16.695,16.837,17.913,21.025,17.387,16.345,17.444,17.593,20.806,11.879,2.329,2.751,5.945,2.056,2.298,--,--,--,--,--,1.777,1.454,1.598,4.755,1.834,0.879,0.997,0.664,0.542
2/7/2025 6:10,24.836,15.846,16.481,16.105,16.899,17.682,17.528,16.118,17.013,16.665,12.872,6.024,6.812,2.032,6.774,6.119,--,--,--,--,--,5.794,4.395,6.842,2.146,5.748,0.54,0.784,0.565,0.815
2/7/2025 6:15,15.478,17.791,16.656,16.101,17.1,16.359,17.306,17.017,19.091,16.91,12.051,2.348,2.649,2.08,2.054,2.506,--,--,--,--,--,1.876,2.366666667,1.061,1.104,1.319,0.849,3.356,0.538,0.657
2/7/2025 6:20,15.833,15.75,15.267,17.923,17.94,17.075,15.705,16.388,17.408,19.786,11.723,2.241,2.812,9.303,2.067,2.319,--,--,--,--,--,1.986,1.644,2.02,2.853,1.526,0.831,0.675,0.858,0.789
2/7/2025 6:25,16.985,15.973,15.84,16.241,17.235,18.771,16.683,16.266,17.186,16.76,14.423,9.663,10.177,2.082,9.192,9.502,--,--,--,--,--,3.406,3.065,4.202,2.162,3.703,1.027,0.835,1.325,3.464
2/7/2025 6:30,21.431,22.695,23.101,21.697,20.611,21.218,20.6,20.856,23.292,19.534,11.917,2.315,2.785,1.991,2.076,2.105,--,--,--,--,--,1.8,3.316,1.794,1.981,1.814,1.522,1.028,0.696,0.94
2/7/2025 6:35,20.108,20.455,20.282,21.66,27.137,23.413,21.554,20.361,24.709,22.896,11.89,2.408,2.725,6.078,2.145,2.222,--,--,--,--,--,1.753,1.572,1.577,5.454,1.647,1.239,0.971,1.585,1.013
2/7/2025 6:40,21.391,18.275,18.998,18.812,20.888,21.205,21.657,19.719,21.46,21.17,12.582,6.533,6.763,2.14,5.948,6.288,--,--,--,--,--,5.438,3.82,4.996,2.927,5.598,1.249,1.518,0.923,1.262
2/7/2025 6:45,16.19,17.948,17.004,16.385,17.519,17.532,16.474,17.89,18.826,17.263,11.883,2.299,2.735,2.22,2.128,2.333,--,--,--,--,--,2.126,4.969,1.628,2.423,3.969,1.225,1.397,1.081,2.191
2/7/2025 6:50,16.76,16.311,16.067,18.597,18.356,17.177,15.943,16.66,17.409,18.234,11.805,2.353,2.994,9.39,2.192,2.474,--,--,--,--,--,2.67,1.485,1.872,3.315,1.792,1.321,1.218,0.933,1.56
2/7/2025 6:55,17.163,16.175,16.087,16.564,17.396,19.349,16.754,19.537,19.265,17.167,13.668,9.789,10.608,2.059,9.344,9.66,--,--,--,--,--,5.106,3.377,4.659,4.08,4.585,1.624,1.385,1.337,1.423
2/7/2025 7:00,17.754,18.657,18.884,18.912,18.474,19.11,17.642,21.087,20.215,19.292,11.527,2.235,3.159,9.556,2.058,2.398,--,--,--,--,--,3.828,5.975,3.914,4.085,2.835,1.594,1.586,1.762,1.621
2/7/2025 7:05,17.138,19.565,17.73,18.137,20.748,18.106,16.487,18.434,19.069,19.169,11.983,2.301,2.968,5.953,2.083,2.391,--,--,--,--,--,2.545,2.353,2.295,6.576,2.967,1.803,1.86,1.304,1.33
2/7/2025 7:10,18.645,16.399,16.229,16.481,17.86,18.741,18.226,16.849,18.116,19.626,12.726,6.053,6.749,2.165,5.806,6.337,--,--,--,--,--,8.197,5.518,7.639,5.093,8.161,2.101,2.166,1.559,1.424
2/7/2025 7:15,16.974,18.632,17.722,16.321,18.159,17.559,16.419,17.746,19.489,17.756,11.48,2.346,2.911,2.044,2.085,2.461,--,--,--,--,--,3.927,6.239,2.51,3.944,2.608,1.872,1.71,1.873,1.58
2/7/2025 7:20,17.104,16.792,16.625,19.047,18.082,17.869,16.002,17.3,17.929,19.29,11.915,2.285,2.889,9.472,1.981,2.333,--,--,--,--,--,3.593,3.437,4.024,4.9,3.211,2.154,2.177,1.561,1.664
2/7/2025 7:25,17.819,16.257,16.553,16.887,18.013,19.965,17.443,17.921,17.864,18.071,13.839,9.632,10.422,2.026,9.318,9.514,--,--,--,--,--,6.093,3.514,5.715,3.676,4.477,1.894,2.769,1.831,2.163
2/7/2025 7:30,18.745,19.167,20.381,19.669,19.315,19.695,18.044,21.263,20.463,20.304,11.502,2.968,3.544,2.392,7.145,2.862,--,--,--,--,--,5.426,6.817,5.057,4.889,4.806,2.336,2.405,1.687,1.927
2/7/2025 7:35,18.632,18.805,18.959,20.152,21.334,20.611,18.604,18.815,19.718,19.937,11.813,2.43,2.906,6.271,4.587,2.312,--,--,--,--,--,4.747,5.575,6.33,8.642,4.997,2.62,1.989,2.008,2.197
2/7/2025 7:40,19.675,18.464,18.004,18.449,19.843,19.471,20.124,19.363,19.349,19.422,12.996,36.471,18.285,15.563,18.079,15.623,--,--,--,--,--,9.424,6.785,7.149,4.737,6.756,2.745,2.59,2.096,2.677
2/7/2025 7:45,17.374,19.638,17.648,18.054,18.948,19.023,17.04,20.274,21.164,18.71,11.968,34.284,29.526,19.683,32.468,30.359,--,--,--,--,--,8.346,7.504,6.274,4.089,4.105,2.906,2.877,2.248,2.305
2/7/2025 7:50,18.261,18.344,17.704,19.661,19.788,19.106,17.256,19.538,18.854,20.558,11.741,54.62,61.784,63.479,43.353,64.076,--,--,--,--,--,3.209,4.578,2.974,5.988,3.814,2.349,3.146,2.737,2.628
2/7/2025 7:55,18.583,17.498,17.735,18.8,18.415,20.415,18.449,19.638,18.654,18.488,13.984,61.892,66.28,37.776,59.17,52.262,--,--,--,--,--,13.348,8.865,11.032,9.598,8.724,3.159,3.487,2.612,2.634
2/7/2025 8:00,23.298,21.717,23.264,22.492,21.111,22.308,20.41,29.751,23.546,20.592,11.917,48.5,56.874,63.101,46.733,69.088,--,--,--,--,--,11.324,8.702,7.862,7.686,9.021,3.627,2.873,3.144,2.719
2/7/2025 8:05,18.776,18.499,19.358,19.48,22.025,19.702,17.99,21.845,19.7,21.427,13.397,12.426,65.081,17.666,12.343,35.396,--,--,--,--,--,7.232,6.021,5.798,11.559,5.523,3.549,3.112,3.226,2.79
2/7/2025 8:10,19.861,17.13,18,18.932,19.356,20.366,20.015,22.334,19.029,18.473,12.653,54.209,32.72,8.224,49.994,31.116,--,--,--,--,--,10.751,5.739,9.205,5.801,8.92,3.216,2.921,2.999,3.275
2/7/2025 8:15,20.369,22.2,19.935,21.227,19.997,20.048,19.594,22.113,21.68,18.988,11.795,43.288,55.071,67.737,50.389,29.907,--,--,--,--,--,6.766,9.876,7.347,10.731,6.682,3.809,3.938,4.902,4.294
2/7/2025 8:20,19.438,21.139,24.697,21.292,20.949,19.176,18.939,21.375,20.237,21.081,11.619,18.146,18.19,77.894,18.566,16.728,--,--,--,--,--,5.517,3.208,3.415,--,2.989,4.248,3.15,3.318,2.823
