Chart Title: ,Avg Available Memory Bytes (Preview) for AFAS Next Production V1 in West Europe region  by VMName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mon, 03 Feb 2025 00:00:00 GMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sun, 09 Feb 2025 23:59:00 GMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grain: 5 Minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aggregation type: Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grouping: VMName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filters: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chart type: Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dbg002-SS_0,Clstr004-SS_3,Clstr004-SS_2,Clstr004-SS_1,Clstr004-SS_0,Clstr004-SS_4,Clstr003-SS_2,Clstr003-SS_3,Clstr003-SS_4,Clstr003-SS_1,Clstr003-SS_0,Clstr009-SS_3,Clstr009-SS_7,Clstr009-SS_8,Clstr009-SS_0,Clstr009-SS_2,Clstr009-SS_9,Clstr009-SS_5,Clstr009-SS_6,Clstr009-SS_1,Clstr009-SS_4,Clstr008-SS_3,Clstr008-SS_2,Clstr008-SS_4,Clstr008-SS_1,Clstr008-SS_0,proxy001L-SS_6,proxy001L-SS_7,proxy001L-SS_5,proxy001L-SS_8
2/7/2025 4:15,1.05656E+11,95738449101,97113446810,93841994547,91420203418,92226663219,84314108723,84761850675,85757578445,81228778701,77489137254,50680614093,--,--,49427356058,49413095424,--,--,--,47087983002,47172917658,26966228992,26592935936,26752109773,25870991360,26048829850,2752512000,2738880512,2727765606,2735315354
2/7/2025 4:20,1.05892E+11,95985179034,96601112576,90978648064,90565718835,92215862886,83156900250,84953110938,85759151309,81235594445,77411018342,50724025139,--,--,49425049190,49358988902,--,--,--,47085361562,47169352499,26990870528,26501395251,26755045786,25881477120,26066550784,2752512000,2738880512,2727346176,2734057062
2/7/2025 4:25,1.0559E+11,95944389427,96031001805,90754567373,91786785587,92140155699,83302652314,85000192000,85597985178,81290749542,77759145574,50681872384,--,--,49347559424,49410893414,--,--,--,47015316685,47094589030,26099685786,26592201933,26657318502,25572776346,25965258342,2768450355,2738461082,2738041651,2734686208
2/7/2025 4:30,1.05382E+11,96072839987,96240507290,92004679680,93571147366,92228340941,83434038886,85914130842,84405020262,79249906074,79174513459,50684808397,--,--,49424734618,49430396928,--,--,--,47090185011,47166940774,26160608051,26585176474,26756094362,25736039629,26079762842,2770337792,2734266778,2742026240,2734686208
2/7/2025 4:35,1.05094E+11,96268399411,96018209178,90630625690,93886559027,92258120499,75514773504,86101196800,83289545114,79833543475,79803134771,50728953446,--,--,49438680678,49323651891,--,--,--,47101824205,47167150490,26968431002,26489965773,26748964045,25730062746,26068438221,2769394074,2733637632,2730072474,2734686208
2/7/2025 4:40,1.04762E+11,96217228902,94410637312,91167811174,93982713446,92154940621,78624745062,86141566976,83698804326,81540100915,80689181491,50682134528,--,--,49348608000,49417289728,--,--,--,46965404467,47038909645,26902056141,26582240461,26669272269,25657920717,24560690790,2768240640,2738670797,2753036288,2735000781
2/7/2025 4:45,1.0464E+11,97072039708,94052129178,92246481306,93992360346,92916311654,83401113600,86346353869,84046721843,81634158182,78610799002,50627870720,--,--,49435325235,49404916531,--,--,--,47062817178,47162327040,26951129498,26619884339,26758401229,25737822208,24383900877,2767296922,2753141146,2751777997,2732484198
2/7/2025 4:50,1.04272E+11,96238724710,93343082086,94043006566,93909732557,93882469581,83615652250,86434958541,84173284966,81657436570,77777495654,50742375219,--,--,49461749350,49323232461,--,--,--,47032827904,47113568256,26977973043,26544596582,26750117478,25732474470,25042301747,2766248346,2745486541,2742969958,2731225907
2/7/2025 4:55,1.03997E+11,95643448115,96044843008,94063139226,94009452134,89688375296,83744731955,86408744141,84336443392,81689837568,78185077146,50696447590,--,--,49447593574,49416136294,--,--,--,46983544832,47040272794,26891150950,26619360051,26648195891,25642087219,25097561702,2766143488,2743074816,2736783360,2731435622
2/7/2025 5:00,1.04854E+11,96111008154,96151797760,94014485299,94018365030,90234368819,83691778867,86328528077,84611904307,81238320742,78225237606,50676419789,--,--,49463951360,49480833434,--,--,--,47035868774,47072568934,26975456461,26605413990,26758191514,25745686528,25306799218,2766143488,2750939136,2735944499,2730596762
2/7/2025 5:05,1.0513E+11,96207582003,95942606848,94129618944,94048983450,92529072538,83844556390,86463794381,84646821888,81308365619,78267809792,50754538701,--,--,49403867955,49448851866,--,--,--,47011751526,47180152832,26985627648,26546903450,26754731213,25745791386,25341879910,2760061747,2752512000,2735629926,2733847347
2/7/2025 5:10,1.05448E+11,96132713677,95588083302,94263417242,94217489613,91385810125,83083709645,86474175283,84936124006,81400430592,78445648282,50687010406,--,--,49270593946,49524768768,--,--,--,46897351885,47082635264,26902999859,26605518848,26670006272,25648588390,25369247744,2753350861,2750414848,2734895923,2743703962
2/7/2025 5:15,1.05706E+11,96208525722,95216782541,94367226266,93910151987,92100100096,82580183450,86376343142,85066462003,81482848666,78739773850,50628395008,--,--,49404077670,49551402598,--,--,--,47026117018,47089031578,26977239040,26617996902,26768467558,25740863078,25570364621,2762054042,2748317696,2736573645,2739195085
2/7/2025 5:20,1.05731E+11,96285491200,95391055872,93949893018,93008166912,92161651507,83074062746,84548989747,85083868365,81868200346,78888881357,50698544742,--,--,49442874982,49496771789,--,--,--,47024544154,47039119360,26987724800,26503806976,26781365043,25744113664,25853899571,2754714010,2748841984,2756182016,2738356224
2/7/2025 5:25,1.05563E+11,94678863053,95549810278,93672334950,91552114278,92178114150,83123031245,85383341670,85024204390,80056785306,78929566106,50538007757,--,--,49336968806,49472969114,--,--,--,46953765274,46971171635,26890312090,26615060890,26661303091,25916814131,25858093875,2760061747,2748632269,2765094912,2738880512
2/7/2025 5:30,1.05208E+11,94149332173,95483330560,93288870707,92476853453,92234632397,83063891558,85756215296,85140386611,79420299674,78511708570,50535386317,--,--,49432808653,49503272960,--,--,--,47029367603,47106018509,26962034688,26596605952,26758715802,26752634061,26030060339,2746639974,2748107981,2759852032,2738880512
2/7/2025 5:35,1.05258E+11,94972988621,95337578496,93557201306,91117269811,91985805312,82990910669,85371073331,85084182938,81582777958,78059562598,50738285773,--,--,49457659904,49411941990,--,--,--,47052541133,47136532070,26977134182,26536941978,26751900058,26747286323,26030374912,2724515021,2748003123,2759747174,2747164262
2/7/2025 5:40,1.05257E+11,95007696486,95370503782,93592957747,89025465549,91846764134,82994580685,85469429760,85061009408,81674738074,78451100877,50746150093,--,--,49311488410,49496247501,--,--,--,46964670464,47007032934,26900168704,26600066253,26673990861,26655431066,25964419482,2724410163,2747898266,2757754880,2747269120
2/7/2025 5:45,1.05113E+11,95192036147,95334957056,93301663334,89950938726,92010866278,82927366963,83255571251,85223224115,81631536742,78922435789,50715951104,--,--,49437946675,49469823386,--,--,--,47056630579,47139572941,26971157299,26604470272,26758191514,26750117478,26049039565,2724934451,2747269120,2757020877,2746325402
2/7/2025 5:50,1.05077E+11,89631018189,95087597978,93349897830,90167679386,92017996595,83063681843,83477659648,85528359731,81615598387,78996779827,50691519283,--,--,49396527923,49396527923,--,--,--,47018881843,47117972275,26978497331,26513558733,26754940928,26741519155,26057533030,2748422554,2748212838,2754294579,2744228250
2/7/2025 5:55,1.05176E+11,95456487014,95096825446,93534342349,90438945997,91922261606,83123031245,83969441792,85417315533,81664462029,79189193523,50637098189,--,--,49314424422,49418023731,--,--,--,46859288576,47042265088,26896498688,26627224371,26622715494,26657842790,25949739418,2750414848,2748317696,2744647680,2739929088
2/7/2025 6:00,1.04912E+11,95617233715,95063166157,92846371635,90521049498,92026280346,83074482176,84109321830,85358280704,81638457344,78938688717,50580160512,--,--,49447908147,49472864256,--,--,--,46973268787,47132652339,26967696998,26608874291,26768048128,26744874598,26062671053,2748737126,2748003123,2740138803,2750729421
2/7/2025 6:05,1.05073E+11,95682035712,95176517222,92675139174,90333039821,91660956467,83145575629,84237352960,85398336307,81378725069,76389076173,50653875405,--,--,49434591232,49376814694,--,--,--,47043837952,47108849664,26973778739,26548056883,26768886989,26751480627,26049249280,2748212838,2756706304,2734057062,2745801114
2/7/2025 6:10,1.05058E+11,95622581453,95205877350,92789014528,89676002099,86116610867,83201045299,84286321459,85324621414,81450028237,76588410470,50594211430,--,--,49303309517,49391494758,--,--,--,46879316378,46943803802,26902895002,26608035430,26286227456,26651970765,25965363200,2741816525,2742131098,2722942157,2740977664
2/7/2025 6:15,1.04979E+11,93577438822,95177985229,92376819302,90076243558,86763582259,82880076186,84382790451,85489981850,81629229875,75793694720,50652978290,--,--,49431864934,49333508506,--,--,--,46988053709,47056525722,26916002202,26621037773,26128207053,26744245453,26061727334,2740977664,2756286874,2751987712,2740033946
2/7/2025 6:20,1.04995E+11,93500158771,95219508838,92744764621,90060619776,89515465114,82958719386,85190193971,85510743654,81691829862,74371511091,50641816781,--,--,49409949696,49355528602,--,--,--,47009444659,47095323034,26980070195,26505484698,26242816410,26749907763,26072317952,2740243661,2723990733,2740977664,2740348518
2/7/2025 6:25,1.04909E+11,93676634112,95271098778,93096666726,90175019418,90336709837,83230824858,85268732314,85435141325,81742371226,77232760422,50568940749,--,--,49337807667,49406908826,--,--,--,46943174656,46995393741,26866299699,26616424038,26463856230,26646727885,25948585984,2736993075,2728080179,2736678502,2722627584
2/7/2025 6:30,1.05207E+11,93843147981,93639304806,93648427418,90266350387,90715665203,83292061696,85182434509,85534231757,79805861069,77491968410,50572086477,--,--,49445496422,49453885030,--,--,--,46991094579,47028214170,26973883597,26602687693,26616319181,26745818317,26068018790,2746954547,2738565939,2750100275,2723781018
2/7/2025 6:35,1.05637E+11,92273953997,93784218010,93538851226,90483300762,90771030016,83399540736,84677754880,85225006694,73239153869,77821430989,50595889152,--,--,49384783872,49321135309,--,--,--,47031359898,47093855027,26978916762,26530650522,26644001587,26744979456,26064873062,2752616858,2735839642,2740767949,2723151872
2/7/2025 6:40,1.05744E+11,91507130368,94315112038,93502046208,90764214272,90652226355,84419910042,84778523034,85218400666,76140773376,77991614874,50539685478,--,--,49297018061,49398100787,--,--,--,46940133786,46980294246,26908242739,26589475635,26549524890,26634669261,25973122662,2740348518,2735734784,2735734784,2721054720
2/7/2025 6:45,1.05551E+11,93686490726,93155282125,93488100147,91023841690,90824087962,84759229235,84707219866,86064706355,80542590566,78035235635,50492184986,--,--,49377863270,49338122240,--,--,--,47008081510,47101090202,26956162662,26578780160,26637185843,26730299392,26058686464,2743599104,2732589056,2749261414,2732798771
2/7/2025 6:50,1.05603E+11,94698995712,93360803021,93588763443,91001507021,90847785779,84983309926,84772336435,86072570675,80386877030,78077912678,50592114278,--,--,49410578842,49329104486,--,--,--,46990465434,47102033920,26984998502,26492901786,26633725542,26735122842,26067704218,2748632269,2745905971,2741397094,2716126413
2/7/2025 6:55,1.05694E+11,94670055014,93450036838,93600507494,91417581978,90201862963,84180729856,83559029146,85950935859,80438571827,78343097549,50578273075,--,--,49464999936,49403029094,--,--,--,46904167629,47038490214,26854450790,26614536602,26538305126,26630160384,25949844275,2735420211,2749785702,2736049357,2724515021
2/7/2025 7:00,1.05711E+11,94757715968,93400019763,93524590592,91221917696,90465579827,84512709018,83650884403,84536931123,80429658931,76489949184,50487571251,--,--,49450110157,49355738317,--,--,--,46959742157,47115141120,26968011571,24667855258,26649978470,26751690342,26062566195,2728604467,2735629926,2734371635,2713924403
2/7/2025 7:05,1.05762E+11,94745552486,92734593434,92927111987,91167916032,90580713472,83792861594,83976257536,84595441664,80401137664,75963878605,50586137395,--,--,49450110157,49354165453,--,--,--,47026117018,47085885850,26974722458,23561397862,26645469594,26742672589,26059839898,2729128755,2741816525,2742760243,2725353882
2/7/2025 7:10,1.05649E+11,94535627571,93524066304,91998283366,91448619827,90474807296,83321002394,84071887667,84790371942,80219838874,75250637210,50544508928,--,--,49350390579,49431445504,--,--,--,46787041690,46997386035,26902265856,24318050304,26553509478,26636556698,25959071744,2736468787,2728814182,2731225907,2705535795
2/7/2025 7:15,1.05551E+11,94666384998,93845349990,92453784781,91822961459,90687248794,83609046221,84028057190,86449848320,80199496499,76113300685,50478972928,--,--,49448013005,49388034458,--,--,--,46981552538,47073617510,26948508058,26590629069,26651865907,26737010278,26043482112,2742550528,2741921382,2736049357,2699768627
2/7/2025 7:20,1.05581E+11,95680882278,93976002560,92858220544,91854628454,90678335898,83769268634,84144553984,86401089536,80259999334,77275018035,50556043264,--,--,49383001293,49333718221,--,--,--,46950514688,47080957542,26983215923,26543548006,26660988518,26743196877,26048934707,2744752538,2742550528,2734895923,2698720051
2/7/2025 7:25,1.05562E+11,95693465190,94014170726,92903309312,92230123520,91181337805,84064757350,84127357338,86273268122,80378698138,78086196429,50556986982,--,--,49315787571,49357101466,--,--,--,46902594765,46985117696,26862944256,26668013978,26557494067,26623659213,25931599053,2735315354,2728814182,2731016192,2694735462
2/7/2025 7:30,1.05488E+11,95755121459,93980092006,94261215232,93276602368,91816670003,83987687014,84060143616,86367220531,80560101786,76911686451,50449612800,--,--,49332564787,49285693440,--,--,--,46880574669,46978721382,26963502694,26656374784,26331106509,26738478285,26044320973,2736468787,2726612173,2728919040,2698405478
2/7/2025 7:35,1.05582E+11,95782699008,94019413606,94215811891,93176043930,91778082406,84199499366,84269229670,84602152550,80545526579,75706662912,50534652314,--,--,49330048205,49250041856,--,--,--,46876485222,46998854042,26970947584,26591572787,24680018739,26735856845,26042118963,2733323059,2712875827,2720425574,2721683866
2/7/2025 7:40,1.05642E+11,95527161037,93894213632,94329372672,93276812083,91651938714,84253081600,85256568832,84475169997,80530322227,77618950963,50441014477,--,--,49207784243,49297542349,--,--,--,46763658445,46844189082,26325024768,25929711616,25753026560,20841706291,25505038336,2734057062,2701865779,2715811840,2713400115
2/7/2025 7:45,1.05647E+11,95523700736,93475202662,94162229658,92582445056,91765394637,84243958989,84981946778,84904037581,80439515546,78878710170,50453073101,--,--,49350914867,49289153741,--,--,--,46949675827,46739226624,25801575629,25453448397,25533349888,24357057331,25070403584,2735315354,2695888896,2716021555,2711512678
2/7/2025 7:50,1.05766E+11,96133133107,93247242240,94174393139,91229991731,88919664230,83185840947,84079437414,84988343091,81415110656,78889510502,50436715315,--,--,49335605658,49268811366,--,--,--,46912661094,46970752205,24560166502,24497042227,24827658240,24024973312,23148258918,2724829594,2688339149,2710359245,2710254387
2/7/2025 7:55,1.0572E+11,96632360141,93106733056,94530804122,91158164275,91856725606,83595939021,84247943578,84907602739,81451496243,79135296717,50484949811,--,--,49261156762,49216277709,--,--,--,46649363661,46879840666,24978233754,24938807296,25251807232,24568869683,23456540262,2714343834,2679426253,2703858074,2706269798
2/7/2025 8:00,1.05688E+11,96543860326,93117952819,94354748211,90197144371,90810771046,83791183872,79801037619,85084707226,81410392064,79154695373,50445208781,--,--,49316102144,49330887066,--,--,--,46647266509,46952192410,25325102694,24831852544,25418635674,24713153741,23486005248,2703962931,2683515699,2702285210,2709415526
2/7/2025 8:05,1.05246E+11,96616002355,93195337728,93050634240,90319618048,90221366477,83930749338,82680112742,85115849933,81375998771,78929670963,50397708288,--,--,49333823078,48869828198,--,--,--,46887600128,46907523072,25028670259,24803226419,25473895629,24768728269,23258254541,2708262093,2687919718,2706269798,2707737805
2/7/2025 8:10,1.05846E+11,96506006733,93324941722,93295476736,90460127232,90351180186,83785521562,82029366477,84809141453,81448035942,79088110797,50325356544,--,--,49213761126,49112888115,--,--,--,46718045389,46813151232,25287983104,24820527923,25351212237,24737585562,23291074970,2698929766,2710988390,2696937472,2710044672
2/7/2025 8:15,1.05729E+11,96847527936,93348954112,93446471680,90270125261,90497246822,83368398029,85370024755,84837872435,81520702259,79115059200,50373066752,--,--,49289782886,49189329306,--,--,--,46862224589,46925139149,26536417690,24716404326,25385815245,25742645658,23435568742,2697042330,2717384704,2705430938,2695574323
2/7/2025 8:20,1.05685E+11,97025261568,92349136896,89838845952,88737526579,90530381824,82753513062,85472365773,84805261722,81475823206,78751937331,50426648986,--,--,49416031437,--,--,--,--,46887495270,46924719718,26571335270,25429750579,25517516390,26362249216,23466501734,2696622899,2716755558,2704382362,2686871142
2/7/2025 8:25,1.05561E+11,96899327590,91547290829,90678545613,88683315200,90460546662,82923696947,85429059584,84307607552,81493753856,78937430426,50432625869,--,--,49113412403,49200758784,--,--,--,46571349606,46774458778,25207871898,25349010227,26292833485,25216575078,23379365069,2690855731,2704801792,2699873485,2688653722
2/7/2025 8:30,1.05372E+11,96859796275,92114255872,91227580006,86291093914,90524090368,82624538214,85580054528,84074089677,78617090458,79014920192,50391626547,--,--,49098627482,49125366170,--,--,--,46776555930,47096791040,23691316429,25435517747,25583891251,25216994509,23499636736,2689702298,2702494925,2697776333,2678587392
2/7/2025 8:35,1.0463E+11,96800761446,92289263206,89684600422,87106152038,90510668595,76194565325,85667820339,82624852787,80174120960,78933970125,50488305254,--,--,49299429786,49112888115,--,--,--,46878896947,47135273779,24392289485,25343767347,25304865178,25327724134,25605072486,2687919718,2698090906,2702285210,2672610509
2/7/2025 8:40,1.05486E+11,96742984909,90962499994,89815148134,88123061043,91512373248,83279583642,85638774784,81376418202,81658275430,78852705485,50372123034,--,--,49202646221,49275522253,--,--,--,46706301338,47161383322,24516545741,25441180058,25344606208,25389694976,24559327642,2683620557,2691065446,2690121728,2667472486
2/7/2025 8:45,1.05583E+11,96477275750,90844535194,90078969856,87889123738,91474309939,83719985562,85596831744,82178369126,81298509005,77061737677,50322315674,--,--,49275941683,49278982554,--,--,--,46818708685,47318145434,25416748237,25449568666,25448939520,25542157926,25550127104,2679531110,2685507994,2677119386,2666109338
2/7/2025 8:50,1.0543E+11,95332545331,90738209587,90263309517,87854835302,91359910298,84132390502,85798053478,82255649178,81379144499,76033189478,50338883174,--,--,49337597952,49228650906,--,--,--,46869250048,47278718976,25796647322,25310527488,25548344525,26452741325,26231386931,2678797107,2680999117,2670303642,2659083878
2/7/2025 8:55,1.05014E+11,94696374272,90997837005,90372151706,88034246656,86149955584,84180205568,85586870272,82290566758,81303332454,76214697984,50404524032,--,--,49241967821,49162695475,--,--,--,46729999155,47427931341,25765294899,25452399821,25427863142,26307094118,26157147750,2676175667,2676280525,2684564275,2656357581
2/7/2025 9:00,1.04939E+11,95087912550,90246637158,90314794598,88038965248,90979591782,84106805248,85497007309,82216432435,81661945446,76491731763,50287083520,--,--,49281603994,49263149056,--,--,--,46789348557,47551558451,26445925581,25395986432,25596683878,26322508186,26252673024,2672610509,2676070810,2683096269,2656462438
2/7/2025 9:05,1.05243E+11,95164668314,90305147699,90483405619,88048717005,89879216128,83795483034,85670441779,82323596902,83165813146,76321862451,50301449011,--,--,49306664960,49233474355,--,--,--,46875541504,47581652582,26452741325,25199273574,26699785830,25711817523,26227402342,2671352218,2677329101,2690121728,2653526426
2/7/2025 9:10,1.05511E+11,94974037197,89979879424,90587634074,88185975603,89095195853,82698043392,85844610253,82260367770,83147882496,76371774669,50348949504,--,--,49105652941,49232111206,--,--,--,46703889613,47389238886,26401361101,23897990758,26552775475,25747888538,26022405734,2671352218,2685298278,2685717709,2653526426
2/7/2025 9:15,1.05619E+11,94984313242,91629499187,90524614656,87781644698,89483588403,82238452531,86118603162,82367951667,82733170688,76505887539,50198269133,--,--,49267028787,49068113920,--,--,--,46804448051,47384939725,26310764134,23390165402,26567979827,26105348096,26174658970,2668940493,2686137139,2681208832,2650066125
2/7/2025 9:20,1.05726E+11,94537829581,92605094298,90118710886,86779310899,89504664781,82750891622,82172916531,82238767104,82201123226,76460064768,50211376333,--,--,49247630131,49187546726,--,--,--,46743945216,47304828518,26188290458,22701250970,26012863693,25730691891,25464877875,2671142502,2684878848,2672295936,2650275840
2/7/2025 9:25,1.05695E+11,92004260250,92868182016,90277255578,86223985050,89445420237,82830897971,82473543270,82279032422,80155561165,76522140467,50255416525,--,--,49110266675,49319352730,--,--,--,46707559629,47411783270,25861973606,24440943411,25226641408,25226012262,24559222784,2672820224,2690121728,2684983706,2648388403
2/7/2025 9:30,1.05669E+11,91293850010,92746022912,90194522931,87160992563,89477296947,82425413632,82960397107,82375711130,80573942989,76522769613,50230565274,--,--,49261785907,49363917210,--,--,--,46711124787,47533732659,25976792678,26062146765,25404689613,26234218086,24853872640,2669359923,2688444006,2681103974,2647234970
2/7/2025 9:35,1.06085E+11,91884408013,92534944563,90337653555,86132339507,89531088896,82718910054,83276962202,82441456845,82449111450,76043570381,50149195776,--,--,49291984896,49054167859,--,--,--,46738387763,47554179891,26015799706,25972074086,25371764326,26225934336,24833949696,2661705318,2676280525,2672925082,2651429274
2/7/2025 9:40,1.05923E+11,91850958438,92583493632,90350655898,83606110208,89327350579,82791261798,83445468365,82413774438,82425728205,76484811162,50195228262,--,--,49138683085,49213027123,--,--,--,46736080896,47195881472,25954772582,26019050291,25299727155,26138273382,24768413696,2665165619,2683620557,2673449370,2648807834
2/7/2025 9:45,1.05607E+11,91914082714,92491428659,89871876096,84451052749,89562755891,82701084262,79096079974,82602203546,81934994637,76902039552,50280687206,--,--,49102402355,49232320922,--,--,--,46895883878,47482876723,26042118963,26110800691,25381096653,26256447898,24867713843,2667787059,2686241997,2674288230,2647444685
2/7/2025 9:50,1.05265E+11,85527625728,92246271590,89877328691,84946400051,89582573978,82919922074,82188959744,82665327821,81893051597,76857160499,50391416832,--,--,49277829120,49186707866,--,--,--,46836744192,47634710528,26048620134,25995142758,25392630989,26261690778,24884805632,2663278182,2686766285,2671142502,2644403814
2/7/2025 9:55,1.05535E+11,92774124749,93253848269,89923570893,85311619072,89503301632,82875881882,82619714765,82544951296,81972743373,77007002010,50246398771,--,--,49245532979,49034769203,--,--,--,46855828275,47576724275,25951417139,26111324979,25305074893,26169940378,24767889408,2663802470,2685822566,2666109338,2646605824
2/7/2025 10:00,1.04967E+11,93115226522,93477299814,88703867290,85462089728,89652199424,82706851430,82589201203,82631144243,81933631488,77911503667,50260449690,--,--,49270384230,49338646528,--,--,--,46827202150,47572949402,26558752358,26120552448,25408254771,26275007693,24898646835,2662753894,2683410842,2673763942,2645976678
2/7/2025 10:05,1.0529E+11,93160315290,93504457933,88111946138,88749899776,89387643699,82670465843,82765047398,82716288614,81295153562,76117914419,50246293914,--,--,49234522931,48940921651,--,--,--,46889172992,47489797325,26615270605,26018840576,25420523110,26277104845,24888999936,2662753894,2688653722,2667472486,2646815539
2/7/2025 10:10,1.05119E+11,93144376934,93529938330,88220159181,88742664602,82784131482,82676442726,82891400806,82589830349,81730417459,76435632947,50292116685,--,--,49110790963,49151161139,--,--,--,46763343872,47441982259,26535578829,26105243238,25195708416,26182523290,24794208666,2661495603,2678482534,2651429274,2643460096
2/7/2025 10:15,1.05018E+11,91312724378,93443640525,87864796774,88924068250,85365515878,82250196582,82871268147,82657673216,81865998336,75035783987,50134620570,--,--,49341477683,49143611392,--,--,--,46863902310,47606713549,26595662234,26122544742,25326675558,26262110208,24877570458,2657301299,2681313690,2672086221,2639999795
2/7/2025 10:20,1.05047E+11,91374066074,93562024755,88093491200,88769298432,89585719706,82210665267,84729973965,82705383424,81972114227,75326029824,50332172288,--,--,49194991616,49195935334,--,--,--,46863378022,47590670336,26610866586,26025446605,25373546906,26272176538,24898227405,2656147866,2659398451,2670723072,2638007501
2/7/2025 10:25,1.0496E+11,91378994381,93649266278,89699909632,88770242150,89368769331,82257326899,85418678682,82601784115,81541778637,78026532454,50044233318,--,--,49273529958,49279297126,--,--,--,46753067827,47581128294,26501500109,26121181594,25290289971,26185459302,24803331277,2658454733,2654889574,2650590413,2637378355
2/7/2025 10:30,1.04963E+11,91646590976,93370764493,89712807117,89047590502,89377577370,82192944333,85204664320,82711779738,78476895846,78591924634,50342343475,--,--,49292928614,49333403648,--,--,--,46835905331,47583120589,26591887360,26106082099,25410666496,26283081728,25100497715,2656252723,2671666790,2663068467,2640104653
2/7/2025 10:35,1.05055E+11,91480391680,93603443507,89848387994,89152762675,89499002470,82269490381,84792154522,82482980454,72806616269,78523347763,50349893222,--,--,49344728269,49255179878,--,--,--,46842196787,47548517581,26602792550,26026600038,25400180736,26281823437,25108257178,2656672154,2657196442,2650695270,2640943514
2/7/2025 10:40,1.05071E+11,92958569267,93584778854,89878062694,89424973005,89453913702,82175852544,84899423846,82425623347,78058514022,78451939738,50366146150,--,--,49194886758,49327217050,--,--,--,46709342208,47483296154,26532747674,26089304883,25341041050,22274899968,25044189184,2653736141,2656777011,2648283546,2641677517
2/7/2025 10:45,1.05044E+11,94250414899,94062195507,89799419494,89542203802,89665726054,82078020403,84827596390,82585321472,79746931098,79121979802,50369606451,--,--,49389607322,49306245530,--,--,--,46799414886,47649705165,26549524890,26083747430,25510386074,23732315750,25998393344,2655938150,2653631283,2650904986,2640943514
2/7/2025 10:50,1.05121E+11,94215602176,94845272064,89886136730,89513472819,89586243994,82204583526,84667164262,82574206566,79701737472,80615152026,50260764262,--,--,49399673651,49196354765,--,--,--,46824895283,47684413030,26595662234,26001119642,25558515712,24503019110,26130933350,2651219558,2652477850,2660132454,2640209510
2/7/2025 10:55,1.05142E+11,93957128192,94897910579,89797846630,90121017754,88881600922,81417207808,82925898957,82467461530,79775242650,80659716506,50318750515,--,--,49318409011,49270279373,--,--,--,46769949901,47553760461,26496571802,26109961830,25479453082,24934298419,26014541414,2652058419,2646291251,2653526426,2639056077
2/7/2025 11:00,1.05151E+11,93767545651,94253246054,89669186355,89535807488,88842803610,81459779994,82989128090,80431231795,79522745549,79085908787,50259086541,--,--,49095796326,49082479411,--,--,--,46922412851,47479311565,26586120192,23710085939,25574349210,25280223642,26145718272,2654260429,2646291251,2643774669,2637797786
2/7/2025 11:05,1.05369E+11,93747727565,91487312282,89299773030,91184483533,88203906253,80884531200,83459833856,80670202266,78954836787,78447326003,50196276838,--,--,49134174208,49251509862,--,--,--,46903119053,47476690125,26597549670,26138378240,25563339162,25429645722,26122439885,2651848704,2653211853,2639999795,2634127770
2/7/2025 11:10,1.0536E+11,93444479386,94479738470,90204903834,91339148493,--,82693953946,83475667354,82129505485,78630092800,77435764736,50241470464,--,--,49252977869,49289363456,--,--,--,46849117389,47393328333,26507581850,26203075379,25478089933,25402592461,26039078093,2652792422,2648912691,2640943514,2633079194
2/7/2025 11:15,1.05226E+11,92772027597,94261005517,90350551040,91332123034,88578981888,82863298970,83420721971,82265925222,78449632870,77082918912,50108091597,--,--,49391809331,49304358093,--,--,--,46872605491,47552082739,26591782502,26214924288,25559249715,25531462451,26102621798,2648388403,2649227264,2643774669,2636224922
2/7/2025 11:20,1.05346E+11,92802226586,94546532762,90480469606,90941843046,88981005926,83067981005,83503349760,82335970099,78581963162,77612869222,50253214515,--,--,49415926579,49313900134,--,--,--,46722659123,47626321920,26600905114,26122964173,25577180365,25569106330,26124641894,2648598118,2647549542,2640838656,2636958925
2/7/2025 11:25,1.05281E+11,92781464781,94575788032,90392284365,94140419277,88883173786,83132573286,83501357466,82253761741,78704646554,78048971981,50299456717,--,--,49130713907,49386356736,--,--,--,46785573683,47534886093,26499717530,26214504858,25467394458,25460368998,26016638566,2650904986,2651114701,2638846362,2634442342
2/7/2025 11:30,1.05263E+11,92799814861,94544645325,90323602637,94395642675,88944096051,83023835955,83350991667,82284065587,78831419392,76746221158,50322210816,--,--,49291460608,49462378496,--,--,--,46908361933,47514019430,26592097075,26197622784,25587141837,25600563610,26139217101,2649961267,2648598118,2638426931,2631925760
