Chart Title: ,Avg Available Memory Bytes (Preview) for AFAS Next Production V1 in West Europe region  by VMName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mon, 03 Feb 2025 00:00:00 GMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sun, 09 Feb 2025 23:59:00 GMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grain: 5 Minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aggregation type: Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grouping: VMName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filters: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chart type: Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dbg002-SS_0,Clstr004-SS_3,Clstr004-SS_2,Clstr004-SS_1,Clstr004-SS_0,Clstr004-SS_4,Clstr003-SS_2,Clstr003-SS_3,Clstr003-SS_4,Clstr003-SS_1,Clstr003-SS_0,Clstr009-SS_3,Clstr009-SS_7,Clstr009-SS_8,Clstr009-SS_0,Clstr009-SS_2,Clstr009-SS_9,Clstr009-SS_5,Clstr009-SS_6,Clstr009-SS_1,Clstr009-SS_4,Clstr008-SS_3,Clstr008-SS_2,Clstr008-SS_4,Clstr008-SS_1,Clstr008-SS_0,proxy001L-SS_6,proxy001L-SS_7,proxy001L-SS_5,proxy001L-SS_8
2/4/2025 12:45,1.05467E+11,86146600141,87801148211,84853601075,85544193229,87349211955,82224611328,71321937510,72645554995,70335751782,75689675981,50782955110,--,--,48198949274,50053985075,--,--,--,46598612582,46616228659,30356170342,30385215898,30338659123,30529290240,30440475853,2558420582,2510186086,2507354931,2530423603
2/4/2025 12:50,1.0633E+11,86045727130,86941315891,83678671667,84877718323,86435692544,82331985510,65341908582,72236715213,72166355763,75693136282,50976731955,--,--,48542357914,50050000486,--,--,--,46547337216,46765126451,30349144883,30285391462,30364454093,30557077504,30456833638,2533569331,2503265485,2496449741,2516582400
2/4/2025 12:55,1.06247E+11,85571561062,86123321754,83173362893,84706171290,84501803827,82566551962,65178016154,72140770509,72761317786,75676044493,51094382182,--,--,48501778022,50128329114,--,--,--,46530769715,46709761638,30272284262,30416358605,30251103027,30430514381,30331423949,2537553920,2489424282,2493513728,2509032653
2/4/2025 13:00,1.0596E+11,85119624806,85741849805,81680400384,84620922061,83840466944,81991408026,67402779853,71235325133,72186383565,76823501210,51045833114,--,--,48337990451,50048322765,--,--,--,46611510067,46732620595,30323979059,30400210534,30371898982,30551415194,30456204493,2518679552,2491311718,2490472858,2492150579
2/4/2025 13:05,1.06226E+11,84454722765,84619349197,80127459328,82387245466,83110448333,82311957709,70985344614,72758906061,70988804915,77077046886,50830455603,--,--,48100907418,50018543206,--,--,--,46620842394,46750551245,30365397811,30333311386,30354702336,30529499955,30442048717,2492360294,2448739533,2449473536,2456918426
2/4/2025 13:10,1.06375E+11,84131971072,85110921626,80164683776,82903878861,83882305126,82217795584,71698166579,72459852186,74117965414,77169426432,50894733312,--,--,48442009190,50007008870,--,--,--,46615075226,46641918771,30283294310,30393080218,30285076890,30471513702,30363824947,2470445056,2450626970,2458281574,2464363315
2/4/2025 13:15,1.06276E+11,84963282125,85257302835,80769921843,81485994394,84436162970,81661840589,71976353792,71589743821,74638688256,76714134733,50868623770,--,--,48394928128,49647137587,--,--,--,46539368038,46537270886,30357743206,30410381722,30347257446,30527612518,30434918400,2462161306,2404594483,2441609216,2459435008
2/4/2025 13:20,1.06564E+11,85503508480,85145105203,80883587482,80066537062,85137660314,80511028429,71568457728,70901982822,74921698918,76038012928,50930699469,--,--,48126282957,49813861171,--,--,--,46677780070,46651670528,30349564314,30329326797,30373891277,30556448358,30451485901,2554121421,2506411213,2517001830,2534198477
2/4/2025 13:25,1.06417E+11,85430317875,84814384333,81224269824,81207597466,80602359398,80092646605,70892335923,70663536640,74101397914,75893204582,51019304141,--,--,48077104742,50004702003,--,--,--,46620632678,46675263488,30304790118,30415624602,30243658138,30434918400,30332577382,2565341184,2528221594,2521615565,2528116736
2/4/2025 13:30,1.06628E+11,85342971494,84901625856,81232658432,85293164134,80596487373,80425464627,71881038234,71340497306,73045481882,75889324851,50843982234,--,--,48301290291,50009420595,--,--,--,46685120102,46657752269,30319575040,30398532813,30364768666,30552568627,30454631629,2557057434,2494038016,2503999488,2521300992
2/4/2025 13:35,1.05841E+11,85287606682,84976179610,81113330483,85373380198,85058178253,81152022938,72109103514,72862295654,72511756698,75870765056,50970755072,--,--,48345120768,49853077914,--,--,--,46656389120,46797737165,30367075533,30354282906,30349459456,30533694259,30445509018,2524971008,2506201498,2501669319,2539441357
2/4/2025 13:40,1.0539E+11,85184007373,84703130419,81112806195,83628025446,84577301299,80097155482,72505150669,73035310694,72684247450,76152097997,50776558797,--,--,48156377088,49934132838,--,--,--,46501095014,46444052480,30271130829,30371689267,30281721446,30480112026,30372423270,2583586406,2520042701,2549822259,2561251738
2/4/2025 13:45,1.05371E+11,85176143053,84805261722,80317041869,83636623770,84564194099,78752251904,72680262861,71149132186,72732272230,75408343040,50985539994,--,--,48529984717,49911693312,--,--,--,46501724160,46712907366,30352814899,30371479552,30349983744,30528870810,30445194445,2543216230,2496554598,2502950912,2522349568
2/4/2025 13:50,1.05496E+11,85150243226,81065305702,80447379866,83854832435,85120568525,77221645517,72022805709,71337351578,73245235610,68576660685,50779914240,--,--,48340087603,49809876582,--,--,--,46600500019,46599766016,30344950579,30288012902,30371479552,30559069798,30459979366,2524551578,2479043379,2508193792,2524237005
2/4/2025 13:55,1.05392E+11,83432151450,85012355482,80299950080,83455954125,84462377370,77176137318,72082889114,71778277786,70917292032,71721340109,50965092762,--,--,48176929178,49849617613,--,--,--,46451916800,46589699686,30258338202,30411325440,30249110733,30448759603,30356694630,2526334157,2479357952,2500853760,2515428966
2/4/2025 14:00,1.05326E+11,83321631539,84621341491,80680897741,82512235725,84634029261,77730414592,72462159053,71947727667,71546437632,72441397248,50967714202,--,--,48544874496,49915048755,--,--,--,46654396826,46634578739,30316743885,30395491942,30374730138,30557077504,30456833638,2520776704,2466250752,2464153600,2494142874
2/4/2025 14:05,1.05906E+11,82952637645,84237772390,80941364019,79956960870,84001318502,78005351219,74050646835,72109732659,71931684454,72120637850,50900919910,--,--,48537324749,49714456166,--,--,--,46600395162,46659220275,30295667507,30323874202,30354912051,30537888563,30443516723,2474744218,2407949926,2430704026,2474219930
2/4/2025 14:10,1.06921E+11,82709577728,84720222208,80728817664,79761611162,83794539315,77915488256,74053477990,72199385907,71991977574,71746715648,50753490125,--,--,48279375053,49859788800,--,--,--,46458313114,46494593843,30243972710,30390458778,30294409216,30464488243,30372842701,2546047386,2558840013,2526229299,2561146880
2/4/2025 14:15,1.06952E+11,81664986317,84516588749,79762030592,80896904397,83763186893,77472989184,74111569101,72217211699,72020184269,72525912474,50421091533,--,--,48269937869,49888939213,--,--,--,46484842086,46660059136,30342748570,30402412544,30350822605,30537364275,30443097293,2561671168,2521091277,2528116736,2570164634
2/4/2025 14:20,1.06794E+11,79983489843,84632561254,78187488870,81232134144,82326428058,75934518477,74054002278,71939548774,72022386278,72717801882,50541992346,--,--,48179340902,49846891315,--,--,--,46594732851,46682918093,30333521101,30301120102,30377351578,30558230938,30460608512,2499805184,2470445056,2470235341,2504838349
2/4/2025 14:25,1.06613E+11,80149793997,84655210496,79057072947,81470580326,82209406976,76217424282,73746664653,72112563814,72078485094,73078826598,50422140109,--,--,48234810573,49884010906,--,--,--,46479808922,46527099699,30241456128,30402202829,30254668186,30447920742,30355541197,2529689600,2492045722,2499385754,2534408192
2/4/2025 14:30,1.07645E+11,80434901811,84729135104,79084231066,81336886886,81978510541,77510108774,73604792320,71947622810,72445696410,73700632166,50567158170,--,--,48359486259,49953216922,--,--,--,46562960998,46568099021,30308669850,30395806515,30370116403,30552358912,30452953907,2552443699,2517630976,2539231642,2559259443
2/4/2025 14:35,1.06992E+11,80278244557,84613057741,78063022899,81296516710,81743839232,75748396237,73359530394,71593728410,73345060045,73780114227,50678493639,--,--,48530194432,49915363328,--,--,--,46555411251,46667608883,30349040026,30329955942,30352710042,30535476838,30441839002,2543425946,2476736512,2502741197,2545313382
2/4/2025 14:40,1.06975E+11,79730468454,84429871514,78798074675,81356914688,81605217485,75862061875,73123705651,71140953293,74067738624,73600493158,51069740646,--,--,48119362355,49960137523,--,--,--,46477816627,46438704742,30268089958,30385111040,30281302016,30468472832,30381336166,2582642688,2554750566,2549297971,2570898637
2/4/2025 14:45,1.06932E+11,78635021107,84587891917,79727532442,82976859750,81378934784,78017724416,71674468762,70929665229,74038273638,73019477197,50732623462,--,--,48089058509,49668109107,--,--,--,46379250483,46420249805,30342748570,30431038669,30354912051,30533274829,30437644698,2517735834,2480301670,2492465152,2502950912
2/4/2025 14:50,1.06751E+11,78096996762,84580447027,79791076147,83682865971,81530873446,77782633677,72424724890,70830260224,73670223462,72901826970,50911720243,--,--,48557037978,49731023667,--,--,--,46632901018,46525107405,30332891955,30348620595,30375254426,30554875494,30455785062,2553387418,2489214566,2514694963,2507984077
2/4/2025 14:55,1.06467E+11,78753615053,84488067482,79900652339,83734351053,81553837261,76321233306,72444962406,70620440166,72558732902,72531260211,50877222093,--,--,48342079898,49864402534,--,--,--,46545764352,46575439053,30243448422,30425376358,30269977395,30439532134,30362776371,2484076544,2439092634,2457128141,2506201498
2/4/2025 15:00,1.05677E+11,79081085338,84630673818,79915227546,83727011021,80927313101,77569772749,71960205722,70497651917,72356357734,71742416486,50921576858,--,--,48515304653,49786598195,--,--,--,46467645440,46674110054,30314437018,30418980045,30373366989,30561166950,30462810522,2592184730,2538707354,2549717402,2562614886
2/4/2025 15:05,1.06359E+11,79212367053,84451786752,79821694566,83620056269,80988549939,77883401830,71649722368,70613729280,72812383437,71741158195,50923674010,--,--,48503350886,49684560100,--,--,--,46556774400,46697912730,30351032320,30342643712,30357743206,30381650739,30441943859,2568696627,2491206861,2499176038,2542062797
2/4/2025 15:10,1.06183E+11,80294707200,82556485632,79523374694,83635680051,80656780493,77751805542,71792957850,70688283034,72811230003,71844233216,50915285402,--,--,48368189440,49770345267,--,--,--,46535488307,46502143590,30262532506,30406606848,30278785434,30439217562,30364558950,2562300314,2481245389,2514904678,2530528461
2/4/2025 15:15,1.05976E+11,79905685504,82778469171,79338091315,83406985626,80590720205,78662703514,72149368832,71113690317,73936352051,71201980416,50783898829,--,--,48264170701,49797083955,--,--,--,46612873216,46708083917,30317163315,30413946880,30346208870,30524781363,30438064128,2558525440,2477785088,2514485248,2521825280
2/4/2025 15:20,1.05731E+11,80704490701,82860572672,79416000512,83088323379,78359350477,78820933632,71348466483,70578706842,74124990874,68549187994,50823744717,--,--,48444945203,49764787814,--,--,--,46618745242,46756632986,30332053094,30337295974,30376722432,30548688896,30457357926,2547620250,2467089613,2498232320,2474324787
2/4/2025 15:25,1.05214E+11,80830110106,82743866163,79416105370,83051413504,78582487450,78693846221,71682542797,70466823782,73812410368,72313890406,50874915226,--,--,48468643021,49788905062,--,--,--,46459676262,46706091622,30243867853,30418246042,30234325811,30430828954,30348830310,2501168333,2455135846,2463314739,2514485248
2/4/2025 15:30,1.04975E+11,80971877581,82917195776,79094192538,82793988096,82665956966,78636489114,71444516045,67068493824,72739717120,69511256474,50847652250,--,--,48453753242,49794462515,--,--,--,46614550938,46715109376,30250893312,30408704000,30371164979,30547640320,30461552230,2584634982,2533254758,2547200819,2565550899
2/4/2025 15:35,1.05389E+11,81071282586,83167386010,79075527885,82919188070,84054061875,78413666714,71759927706,69751904666,71191914086,70623481037,50826890445,--,--,48608208486,49731023667,--,--,--,46528357990,46655235686,30295562650,30336352256,30353968333,30525095936,30438168986,2534093619,2508298650,2521196134,2517316403
2/4/2025 15:40,1.05055E+11,81641183642,83146833920,79147565056,82324750336,84137109094,78322021171,70264868045,71330745549,72049963827,71359791104,50970125926,--,--,48492865126,49770554982,--,--,--,46485051802,46663729152,30223315763,30384167322,30285915750,30460608512,30363720090,2554750566,2516896973,2528431309,2542691942
2/4/2025 15:45,1.0506E+11,83444629504,83265427866,78841590579,81904585933,84312326144,78310486835,70229426176,71280204186,72116862976,70442182246,50861912883,--,--,48677938790,49837139558,--,--,--,46688265830,46791550566,30235269530,30393919078,30372947558,30542292582,30409962291,2533254758,2495610880,2504209203,2539755930
2/4/2025 15:50,1.05213E+11,83823375155,82863403827,78572840550,81906473370,84760068096,78367005082,70434947072,70580908851,72298528768,70174690509,50894418739,--,--,48648578662,49680692019,--,--,--,46614550938,46751075533,30318945894,30327229645,30435337830,30604473139,30510625587,2503789773,2474115072,2468872192,2521615565
2/4/2025 15:55,1.05183E+11,82905242010,80455244186,78581438874,82433068237,85367613030,78246838272,70260149453,70845884006,72382467277,69926702285,50652197683,--,--,48469481882,49706277274,--,--,--,46510217626,46671383757,30253619610,30416463462,30304999834,30447186739,30390983066,2590192435,2497078886,2556638003,2454611558
2/4/2025 16:00,1.05135E+11,83433619456,82400667238,76828848947,81676835226,85196590285,77800249754,67473034445,71241302016,71190236365,70465460634,50823954432,--,--,48454592102,49746752307,--,--,--,46618954957,46652194816,30317268173,30406187418,30424747213,30596818534,30513351885,2486173696,2489319424,2500958618,2550661120
2/4/2025 16:05,1.05452E+11,78090705306,82553549619,77632267878,81379668787,84767722701,77995284890,65307620147,70886778470,71128370381,70229321318,50956599296,--,--,48682133094,49814595174,--,--,--,46639716762,46739436339,30345370010,30349040026,30406397133,30580775322,30503390413,2498127462,2456289280,2501692621,2549507686
2/4/2025 16:10,1.04946E+11,82930722406,82445860864,77914020250,82697204531,84225084621,77573757338,68162158592,74770808832,71654021530,70381259981,50956599296,--,--,48471788749,49792470221,--,--,--,46434300723,46679352934,30241770701,30403041690,30321043046,30511045018,30417092608,2583796122,2525600154,2550530048,2517421261
2/4/2025 16:15,1.05669E+11,80454300467,80804000563,76487013171,80433538662,83021109658,76697147802,68819406029,74718275174,72155136000,70327258317,50871769498,--,--,48680140800,49881284608,--,--,--,46619898675,46743316070,30334255104,30416463462,30398323098,30572281856,30493009510,2579601818,2528326451,--,2597322752
2/4/2025 16:20,1.05884E+11,82041739674,81226157261,78317722010,81697072742,83157109965,74788529766,68730591642,75530292429,71974990643,67705608602,50932377190,--,--,48619113677,49806835712,--,--,--,46536117453,46761456435,30322301338,30310137856,30413737165,30588744499,30498986394,2597951898,2550451405,2572419072,2578238669
2/4/2025 16:25,1.05894E+11,80777891021,80543534285,78042051379,80651432755,83078257050,75179753472,69541560320,75530607002,72130494464,68288721715,50990258586,--,--,48622259405,49808408576,--,--,--,46586553958,46723288269,30255297331,30413212877,30286230323,30460293939,30393289933,2589877862,2539336499,2578028954,2549717402
2/4/2025 16:30,1.05538E+11,80483660595,81105675878,78049076838,80677856870,83271509606,74716073165,69608669184,75602434458,72159854592,69258654515,51055375155,--,--,48729319014,49867338547,--,--,--,46720771686,46766175027,30306677555,30402727117,30412059443,30587905638,30498881536,2572471501,2504104346,2552024269,2535351910
2/4/2025 16:35,1.05577E+11,81934470349,82071204659,78062813184,80673872282,84212921139,74988702925,69695281562,75502505165,70787268608,70333969203,51046986547,--,--,48722503270,49891770368,--,--,--,46657437696,46257301094,30333311386,30334255104,30398427955,30569555558,30490912358,2583900979,2510186086,2537239347,2543006515
2/4/2025 16:40,1.05208E+11,81735765197,80812389171,77090678374,80277615411,82244639130,72932969677,69966757888,75594465280,69832435302,72066111898,51190222029,--,--,48585768960,49856747930,--,--,--,46614236365,46214938624,30234954957,30373366989,30317582746,30494792090,30405558272,2575617229,2500434330,2529794458,2534827622
2/4/2025 16:45,1.0497E+11,81814722970,80320711885,77053978214,79587128115,82843376026,75023515648,67980440371,75605580186,68684034867,72222978867,51087671296,--,--,48746410803,49900997837,--,--,--,46688370688,46858554573,30326600499,30383223603,30390144205,30557287219,30482104320,2569220915,2489633997,2520671846,2508508365
2/4/2025 16:50,1.05802E+11,81895882752,80554439475,77246496768,79888908288,83163715994,75435815731,68496234906,75524839834,70523237171,72182713549,51128775475,--,--,48809639936,49779153306,--,--,--,46580367360,46790501990,30318002176,30281826304,30403880550,30579726746,30490597786,2553701990,2471703347,2532415898,2513541530
2/4/2025 16:55,1.05279E+11,81972114227,80654473626,76812910592,80207465677,82975286886,74644140851,68334754202,75706033766,71334625280,72171074355,51186447155,--,--,48663887872,49815958323,--,--,--,46667294310,46637409894,30241980416,30406082560,30299547238,30465956250,30412164301,2551814554,2466984755,2515638682,2515848397
2/4/2025 17:00,1.0513E+11,82063864627,80782924186,76133643059,81355551539,82297697075,74702965965,67100999680,74989541786,71710644634,72038953779,51087356723,--,--,48750709965,49887576064,--,--,--,46653453107,46775821926,30305104691,30399791104,30412374016,30581823898,30494162944,2551290266,2480581291,2527592448,2511758950
2/4/2025 17:05,1.05493E+11,82010282394,80801169408,78414086144,81298613862,82565398528,74856058061,67525463245,74682204160,70149734400,71532701286,51238561382,--,--,48803348480,49871218278,--,--,--,46674844058,46874178355,30330060800,30349249741,30395491942,30565466112,30482628608,2562929459,--,2526439014,2509661798
2/4/2025 17:10,1.05263E+11,81584350822,80696416666,79648994099,80830948966,83110343475,74610691277,68911156429,72889453773,72531155354,71656747827,51244852838,--,--,48732569600,49865765683,--,--,--,46663100006,46873968640,30241351270,30399895962,30330585088,30481894605,30408389427,2562195456,2465726464,2531157606,2507774362
2/4/2025 17:15,1.05189E+11,81793961165,80729866240,79326032691,79463815578,84077130547,74388917453,69160088371,72824337203,72907279565,71898234880,51177114829,--,--,48779860378,49853811917,--,--,--,46795115725,46829509018,30318736179,30404719411,30390773350,30554141491,30481160602,2550556262,2468977050,2526019584,2520776704
2/4/2025 17:20,1.05397E+11,81834750771,80630670950,79398594150,80512391578,84064023347,74114714829,69069281690,72782394163,72713397862,72477782835,51284489011,--,--,48753541120,49811868877,--,--,--,46802350899,46889802138,30313073869,30296716083,30405767987,30548059750,30481999462,2545942528,2459959296,2517630976,2510605517
2/4/2025 17:25,1.05455E+11,81916120269,80531056230,79514671514,80909277594,78488325325,74237083648,68233986048,72398091059,71928748442,72559152333,51192004608,--,--,48710759219,49812602880,--,--,--,46722134835,46791655424,30198779085,30350612890,30200876237,30350298317,30320833331,2538812211,2459749581,2520986419,2492779725
2/4/2025 17:30,1.05284E+11,82004095795,80644721869,81041607885,81596619162,80733431398,74387030016,66993206067,71251263488,70945079296,72451149005,51188334592,--,--,48805235917,49863878246,--,--,--,46757891277,46839051059,30291682918,30344426291,30335513395,30516917043,30421811200,2537239347,2467299328,2530633318,2484915405
2/4/2025 17:35,1.05407E+11,82563511091,80731753677,80959818957,82467042099,81441429914,74545679565,67264262963,71794950144,70584159437,72401656218,51281762714,--,--,48864585318,49846471885,--,--,--,46772990771,46895674163,30316429312,30264524800,30308250419,30496994099,30409752576,2549717402,2476841370,2519308698,2483342541
2/4/2025 17:40,1.05365E+11,82661343232,80662652518,80976176742,80971563008,82212657562,73679346074,67695227699,72062232166,70958396211,72641360691,51173444813,--,--,48753436262,49910225306,--,--,--,46610671206,46653767680,30233801523,30321462477,30239988122,30427368653,30317710905,2543006515,2464782746,2517211546,2473171354
2/4/2025 17:45,1.05467E+11,83888177152,80820882637,81060901683,81384911667,83168224870,71708652339,67660414976,70094474445,71172830003,72528429056,51049607987,--,--,48802090189,49863039386,--,--,--,46604274893,46883300966,30305524122,30327649075,30299127808,30498462106,30401154253,2542691942,2463209882,2521091277,2476946227
2/4/2025 17:50,1.05788E+11,83658748723,78948650189,81034582426,82078125261,83724075008,71002960691,67268142694,71039451136,71201980416,64196968448,51188124877,--,--,48809325363,49761642086,--,--,--,46608259482,46832549888,30299022950,30246279578,30318211891,30513771315,30415205171,2535456768,2454611558,2513122099,2472961638
2/4/2025 17:55,1.05721E+11,83614184243,80679639450,80985928499,82670675558,83666508186,71643221197,67514348339,71720815821,69380708762,72246781542,51193472614,--,--,48765809459,49625117491,--,--,--,46586449101,46732201165,30207691981,30358477210,30222372045,30391402496,30348830310,2537973350,2487117414,2517630976,2542272512
2/4/2025 18:00,1.05713E+11,83531137024,80530217370,81249225933,82036287078,84601733120,71961464013,67967857459,71840143770,70098249318,73174142157,51057577165,--,--,48790975283,49935495987,--,--,--,46640136192,46817869824,30284972032,30352395469,30321043046,30515658752,30419294618,2615463117,2571527782,2588829286,2591241011
2/4/2025 18:05,1.05453E+11,83492654285,81206653747,81328183706,80807880294,84773280154,72212597965,68625943757,71956955136,70630506496,73390043955,51182672282,--,--,48790555853,49837244416,--,--,--,46648000512,46876799795,30311081574,30277841715,30302378394,30500454400,30417931469,2610849382,2570269491,2566809190,2590087578
2/4/2025 18:10,1.05287E+11,83528305869,81084809216,80928256819,81193127117,84697363251,72352897434,68807242547,72030040883,70965526528,73023461786,51181833421,--,--,48742950502,49925849088,--,--,--,46582883942,46759464141,30236947251,30359001498,30218282598,30424432640,30333521101,2595959603,2563873178,2555274854,2584005837
2/4/2025 18:15,1.05299E+11,83167176294,80578661581,78781926605,78535511245,83824738304,72183447552,68973336986,72094318592,71129628672,72953102336,51126258893,--,--,48855462707,49962549248,--,--,--,46654606541,46890011853,30302273536,30362671514,30285391462,30490492928,30411430298,2590402150,2560203162,2553387418,2573415219
2/4/2025 18:20,1.05264E+11,82341212979,80550140314,78103393075,76695784653,82746382746,70409152102,69233908122,72092850586,71074683290,72534301082,51251354010,--,--,48862907597,49954055782,--,--,--,46752858112,46851633971,30294409216,30268928819,30315695309,30505802138,30417407181,2580021248,2544789094,2563558605,2579077530
2/4/2025 18:25,1.05136E+11,82894441677,81731990323,79579788083,81692249293,84374296986,71774817485,70785486029,72224027443,71230501683,72767084954,51216646144,--,--,48757001421,49975027302,--,--,--,46678828646,46804762624,30207377408,30359945216,30195109069,30405558272,30323035341,2574988083,2528011878,2563034317,2577819238
2/4/2025 18:30,1.04976E+11,83091154534,82531739238,79417363661,81796268032,84538084557,73155477504,70859305779,72234408346,71466955571,72811334861,51201651507,--,--,48815931392,49989287936,--,--,--,46719408538,46838631629,30280882586,30358162637,30317897318,30509052723,30422230630,2567857766,2530213888,2550556262,2574673510
2/4/2025 18:35,1.0492E+11,82903564288,83030546842,77087532646,80947131187,84038333235,71573805466,70716594586,72092326298,71388102656,72710461850,51195045478,--,--,48750919680,49864297677,--,--,--,46704728474,46920315699,30307516416,30277632000,30308145562,30495735808,30415310029,2569535488,2536295629,2544893952,2575302656
2/4/2025 18:40,1.04844E+11,82435060531,82845263462,77483055514,83510899507,83446831514,70731379507,70625473331,72045350093,71376673178,72832830669,51213814989,--,--,48699329741,49940529152,--,--,--,46657542554,46770474189,30209369702,30346733158,30224783770,30425061786,30329851085,2571422925,2532835328,2553282560,2566075187
2/4/2025 18:45,1.04941E+11,82302835098,82928415539,78079170970,83711701811,82503217971,72836081254,69587592806,72210605670,71325188096,72831782093,51179107123,--,--,48896147456,50033747558,--,--,--,46753487258,46879001805,30302692966,30386369331,30294304358,30486508339,30403146547,2561776026,2528116736,2548563968,2554435994
2/4/2025 18:50,1.05008E+11,82176062259,81029234688,76941256294,83389684122,82300528230,73424542106,69320835072,72149578547,71234486272,72761212928,51328738918,--,--,48850534400,49990126797,--,--,--,46776765645,46765755597,30295143219,30282140877,30312025293,30502551552,30414051738,2559574016,2524446720,2543950234,2562090598
2/4/2025 18:55,1.04978E+11,82720587776,82180885709,77297247846,83507439206,82030834483,74050541978,69804438323,72297847194,71300965990,72766141235,51322657178,--,--,48764236595,49982681907,--,--,--,46680716083,46785259110,30217234022,30358162637,30248796160,30378505011,30315800166,2556533146,--,2531786752,2551395123
2/4/2025 19:00,1.0499E+11,82825025946,83046170624,77991405158,84061926195,80803056845,74344143258,70011636941,72341572813,71320259789,72780611584,51247788851,--,--,48851058688,49970098995,--,--,--,46748349235,46828250726,30296401510,30375568998,30328487936,30516183040,30431458099,2558944870,2514223104,2527802163,2552758272
2/4/2025 19:05,1.05435E+11,82923172659,--,78065015194,83821592576,81046326477,74566021939,69976719360,71870447616,71302224282,72952473190,51229019341,--,--,48811632230,49963807539,--,--,--,46762819584,46854674842,30318526464,30300490957,30309613568,30503600128,30423803494,2555379712,2514065818,2526753587,2540804506
2/4/2025 19:10,1.05562E+11,82092595610,80698933248,78180673126,83768849203,81547021517,74514536858,70241065370,71509108326,71352136499,73024929792,51251458867,--,--,48669969613,49952692634,--,--,--,46638982758,46746042368,30230131507,30364034662,30248481587,30434079539,30335513395,2565970330,2513331814,2528116736,2539546214
2/4/2025 19:15,1.05487E+11,78950118195,83164554854,78297589350,83712540672,82128247194,75225261670,69932259738,71636195738,71418616218,73041077862,51110320538,--,--,48808381645,49909491302,--,--,--,46754221261,46820910694,30308984422,30362252083,30311605862,30502236979,30413632307,2556742861,2495715738,2534617907,2532625613
2/4/2025 19:20,1.05395E+11,82664174387,83076998758,78246313984,83322575258,79418621952,75304638874,69319052493,71197052109,71414107341,72392114176,51207628390,--,--,48887863706,49779048448,--,--,--,46773200486,46837058765,30306992128,30225727488,30327544218,30515973325,30419504333,2548354253,2508403507,2546676531,2536505344
2/4/2025 19:25,1.05421E+11,82173755392,83026037965,78216114995,83171056026,81157999821,75117677773,69668228301,71243084595,71743360205,72090124288,51223986176,--,--,48792548147,49786807910,--,--,--,46689419264,46799624602,30232123802,30352185754,30242294989,30372528128,30322720768,2557057434,2515533824,2542272512,2543216230
2/4/2025 19:30,1.05331E+11,82192315187,83125862400,78709365146,83351620813,82796085248,75167799706,69879621222,67508476314,71681808794,71473666458,51168831078,--,--,48869618483,49865241395,--,--,--,46727587430,45898583245,30292731494,30339183411,30326600499,30502341837,30427158938,2558735155,2509032653,2533779046,2537658778
2/4/2025 19:35,1.05517E+11,82613423309,83150503936,82158865613,83422714266,82776372019,75379297485,69892308992,72419796582,71025505075,71737278464,51155933594,--,--,48901075763,49933189120,--,--,--,46767643034,43299582771,30316324454,30275744563,30308669850,30489444352,30419923763,2552338842,2510815232,2527173018,2533254758
2/4/2025 19:40,1.05273E+11,82752045056,82068897792,83258402406,82533731533,82622336205,76728500224,69299968410,71384013210,71757096550,72072508211,51154360730,--,--,48793701581,49487649178,--,--,--,46648524800,39247675392,30233382093,30333730816,30239463834,30414785741,30338134835,2547515392,2509766656,2519203840,2531786752
2/4/2025 19:45,1.05284E+11,82846312038,82426671923,83339247616,82321814323,82739881574,77793853440,69579309056,71140114432,71878416794,71188558643,50330599424,--,--,48537115034,49563251507,--,--,--,46615389798,35349174682,30284657459,30325761638,30302902682,30488081203,30403461120,2553597133,2507774362,--,2524971008
2/4/2025 19:50,1.05627E+11,82904612864,81401584026,82706432000,82354320179,82773855437,78436211098,71588275814,69159354368,71496315699,70522188595,50116165632,--,--,48255467520,49621971763,--,--,--,46461249126,32773872026,30303636685,30222267187,30322301338,30502551552,30420133478,2555589427,2499700326,2537029632,2535351910
2/4/2025 19:55,1.05619E+11,83187099238,79606421914,82722580070,82534046106,82606712422,79756787712,71789812122,68076175360,70488948736,68561666048,50323259392,--,--,48412229632,49678280294,--,--,--,46355028378,29958340608,30226042061,30342958285,30217129165,30383433318,30317268173,2557162291,2508718080,2524971008,2524656435
2/4/2025 20:00,1.05549E+11,83417051955,82125311181,83178291200,80292714906,82768297984,79366193152,68396829901,69102102118,70383147418,69059425075,50302497587,--,--,48461827277,49753882624,--,--,--,46481801216,27988171162,30303636685,30338134835,30326810214,30500768973,30422440346,2564082893,2509137510,2520776704,2545837670
