timestamp,cpu_power_w,dram_power_w,read_bytes,write_bytes,cpu_percent,memory_rss_mb,memory_vms_mb,thread_count,io_read_count,io_write_count,io_read_bytes_total,io_write_bytes_total
2025-05-14 10:01:21,45.656,3.843,0,0,279.60,30556.35,31843.91,26,2006386,2235252,10214510592,27325599744
2025-05-14 10:01:21,45.857,4.203,0,196608,279.50,30556.35,31843.91,26,2006594,2235463,10214510592,27325796352
2025-05-14 10:01:21,45.004,3.908,0,0,279.50,30556.35,31843.91,26,2006804,2235676,10214510592,27325992960
2025-05-14 10:01:21,44.359,3.836,0,204800,139.70,30556.35,31843.91,26,2007009,2235882,10214510592,27326001152
2025-05-14 10:01:22,42.015,3.821,0,147456,149.70,30556.35,31843.91,26,2007231,2236111,10214510592,27326345216
2025-05-14 10:01:22,41.431,3.784,0,393216,149.80,30556.35,31843.91,26,2007452,2236336,10214510592,27326738432
2025-05-14 10:01:22,42.447,3.932,0,385024,139.80,30556.35,31843.91,26,2007667,2236556,10214510592,27326935040
2025-05-14 10:01:22,41.732,3.744,0,8192,139.80,30556.35,31843.91,26,2007883,2236777,10214510592,27327197184
2025-05-14 10:01:22,41.472,3.729,0,262144,139.70,30556.35,31843.91,26,2008084,2236978,10214510592,27327197184
2025-05-14 10:01:23,41.912,3.774,0,208896,137.90,30556.35,31843.91,26,2008322,2237227,10214510592,27327807488
2025-05-14 10:01:23,43.278,3.773,0,409600,139.70,30556.35,31843.91,26,2008526,2237432,10214510592,27327815680
2025-05-14 10:01:23,42.999,3.960,0,184320,169.70,30556.35,31843.91,26,2008739,2237649,10214510592,27328008192
2025-05-14 10:01:23,43.587,3.807,0,8192,149.70,30556.35,31843.91,26,2008949,2237863,10214510592,27328192512
2025-05-14 10:01:23,42.599,3.687,0,385024,139.80,30556.35,31843.91,26,2009165,2238084,10214510592,27328401408
2025-05-14 10:01:24,41.735,3.697,0,8192,149.80,30556.35,31843.91,26,2009378,2238301,10214510592,27328593920
2025-05-14 10:01:24,42.095,3.654,0,192512,139.70,30556.35,31843.91,26,2009580,2238503,10214510592,27328593920
2025-05-14 10:01:24,46.568,4.024,0,208896,139.70,30556.35,31843.91,26,2009791,2238719,10214510592,27328802816
2025-05-14 10:01:24,42.390,3.698,0,0,139.80,30556.35,31843.91,26,2010004,2238936,10214510592,27329003520
2025-05-14 10:01:24,41.898,3.756,0,200704,149.70,30556.35,31843.91,26,2010214,2239149,10214510592,27329187840
2025-05-14 10:01:25,42.010,3.696,0,192512,139.80,30556.35,31843.91,26,2010418,2239354,10214510592,27329196032
2025-05-14 10:01:25,41.892,3.766,0,245760,139.70,30556.35,31843.91,26,2010634,2239576,10214510592,27329449984
2025-05-14 10:01:25,42.104,3.733,0,8192,139.80,30556.35,31843.91,26,2010847,2239793,10214510592,27329650688
2025-05-14 10:01:25,42.341,3.706,0,200704,139.90,30556.35,31843.91,26,2011048,2239994,10214510592,27329650688
2025-05-14 10:01:25,42.174,3.720,0,192512,129.80,30556.35,31843.91,26,2011261,2240211,10214510592,27329843200
2025-05-14 10:01:26,42.409,3.773,0,196608,149.70,30556.36,31843.91,26,2011929,2240958,10214510592,27339309056
2025-05-14 10:01:26,39.987,3.804,0,9277440,39.90,30556.36,31843.91,26,2012133,2241163,10214510592,27339317248
2025-05-14 10:01:26,42.364,3.627,0,0,59.90,30556.36,31843.91,26,2012333,2241364,10214510592,27339317248
2025-05-14 10:01:26,37.950,3.626,0,0,49.90,30556.36,31843.91,26,2012535,2241565,10214510592,27339317248
2025-05-14 10:01:26,39.195,3.668,0,0,59.90,30556.36,31843.91,26,2012736,2241766,10214510592,27339317248
2025-05-14 10:01:27,38.352,3.598,0,0,59.90,30556.36,31843.91,26,2012937,2241967,10214510592,27339317248
2025-05-14 10:01:27,37.825,3.666,0,16384,59.90,30556.36,31843.91,26,2013144,2242176,10214510592,27339333632
2025-05-14 10:01:27,39.035,3.703,0,0,59.90,30556.36,31843.91,26,2013345,2242377,10214510592,27339333632
2025-05-14 10:01:27,38.234,3.683,0,0,49.90,30556.36,31843.91,26,2013546,2242578,10214510592,27339333632
2025-05-14 10:01:27,38.492,3.736,0,0,69.90,30556.36,31843.91,26,2013747,2242779,10214510592,27339333632
2025-05-14 10:01:28,37.586,3.704,0,0,39.90,30556.36,31843.91,26,2013948,2242980,10214510592,27339333632
2025-05-14 10:01:28,39.446,3.774,0,0,49.90,30556.36,31843.91,26,2014150,2243182,10214510592,27339333632
2025-05-14 10:01:28,40.074,3.720,0,0,79.90,30556.36,31843.91,26,2014350,2243382,10214510592,27339333632
2025-05-14 10:01:28,37.471,3.707,0,32768,39.90,30556.36,31843.91,26,2014564,2243604,10214510592,27339366400
2025-05-14 10:01:28,40.266,3.725,0,0,49.90,30556.36,31843.91,26,2014765,2243805,10214510592,27339366400
2025-05-14 10:01:29,38.354,3.713,0,0,59.90,30556.36,31843.91,26,2014967,2244007,10214510592,27339366400
2025-05-14 10:01:29,38.742,3.704,0,0,59.90,30556.36,31843.91,26,2015168,2244208,10214510592,27339366400
2025-05-14 10:01:29,38.621,3.697,0,0,69.90,30556.36,31843.91,26,2015369,2244409,10214510592,27339366400
2025-05-14 10:01:29,38.103,3.700,0,0,69.90,30556.36,31843.91,26,2015570,2244610,10214510592,27339366400
2025-05-14 10:01:29,37.683,3.643,0,0,59.90,30556.36,31843.91,26,2015771,2244811,10214510592,27339366400
2025-05-14 10:01:30,37.913,3.647,0,0,49.90,30556.36,31843.91,26,2015973,2245013,10214510592,27339366400
2025-05-14 10:01:30,38.865,3.665,0,0,49.90,30556.36,31843.91,26,2016174,2245214,10214510592,27339366400
2025-05-14 10:01:30,38.183,3.701,0,0,69.90,30556.36,31843.91,26,2016378,2245418,10214510592,27339366400
2025-05-14 10:01:30,40.034,3.798,0,2961408,59.90,30556.36,31843.91,26,2017008,2246101,10214510592,27342336000
2025-05-14 10:01:30,39.127,3.732,0,8192,59.90,30556.36,31843.91,26,2017210,2246303,10214510592,27342336000
2025-05-14 10:01:31,41.478,3.783,0,16384,59.90,30556.36,31843.91,26,2017419,2246515,10214510592,27342352384
2025-05-14 10:01:31,39.783,3.697,0,0,69.90,30556.36,31843.91,26,2017620,2246716,10214510592,27342352384
2025-05-14 10:01:31,39.418,3.657,0,0,79.90,30556.36,31843.91,26,2017821,2246917,10214510592,27342352384
2025-05-14 10:01:31,37.127,3.722,0,0,49.90,30556.36,31843.91,26,2018022,2247118,10214510592,27342352384
2025-05-14 10:01:32,38.350,3.683,0,0,59.90,30556.36,31843.91,26,2018224,2247320,10214510592,27342352384
2025-05-14 10:01:32,40.177,3.781,0,0,49.90,30556.36,31843.91,26,2018425,2247521,10214510592,27342352384
2025-05-14 10:01:32,45.012,3.866,0,0,59.90,30556.36,31843.91,26,2018627,2247723,10214510592,27342352384
2025-05-14 10:01:32,42.623,3.741,0,0,49.90,30556.36,31843.91,26,2018827,2247923,10214510592,27342352384
2025-05-14 10:01:32,40.517,3.801,552960,0,119.80,30556.36,31843.91,26,2019241,2248266,10216423424,27342352384
2025-05-14 10:01:33,43.977,3.859,1359872,0,59.90,30556.36,31843.91,26,2019439,2248464,10216423424,27342352384
2025-05-14 10:01:33,39.156,3.697,0,0,49.90,30556.36,31843.91,26,2019641,2248666,10216423424,27342352384
2025-05-14 10:01:33,41.972,3.684,0,0,59.90,30556.36,31843.91,26,2019842,2248867,10216423424,27342352384
2025-05-14 10:01:33,48.581,3.937,0,0,49.90,30556.36,31843.91,26,2020045,2249070,10216423424,27342352384
2025-05-14 10:01:33,45.033,3.824,0,0,39.90,30556.36,31843.91,26,2020245,2249270,10216423424,27342352384
2025-05-14 10:01:34,42.872,3.727,0,0,309.50,30556.36,31843.91,26,2020467,2249485,10216497152,27342352384
2025-05-14 10:01:34,45.233,4.242,106496,36864,59.90,30556.36,31843.91,26,2020699,2249718,10216529920,27342397440
2025-05-14 10:01:34,43.988,3.867,0,8192,49.90,30556.36,31843.91,26,2020901,2249920,10216529920,27342397440
2025-05-14 10:01:34,44.702,3.886,0,0,69.90,30556.36,31843.91,26,2021110,2250126,10216566784,27342397440
2025-05-14 10:01:34,42.470,3.921,77824,0,119.80,30556.36,31843.91,26,2021356,2250357,10216714240,27342397440
2025-05-14 10:01:35,43.184,4.143,221184,0,479.10,30556.41,32208.08,75,2021997,2250808,10247839744,27342397440
2025-05-14 10:01:35,51.081,4.591,31010816,0,259.50,30556.41,32208.08,75,2022195,2251004,10247839744,27342397440
2025-05-14 10:01:35,48.302,4.073,0,0,149.70,30556.41,32208.08,75,2022396,2251205,10247839744,27342397440
2025-05-14 10:01:35,47.624,3.707,0,0,169.70,30556.41,32208.08,75,2022597,2251406,10247839744,27342397440
2025-05-14 10:01:35,42.758,3.717,0,8192,149.80,30556.41,32208.08,75,2022802,2251613,10247839744,27342405632
2025-05-14 10:01:36,42.648,3.678,0,0,139.80,30556.41,32208.08,75,2023003,2251814,10247839744,27342405632
2025-05-14 10:01:36,42.437,3.695,0,0,129.80,30556.41,32208.08,75,2023208,2252019,10247839744,27342405632
2025-05-14 10:01:36,43.596,3.781,0,0,49.90,30556.41,32208.08,75,2023408,2252219,10247839744,27342405632
2025-05-14 10:01:36,42.168,3.815,0,0,59.90,30556.41,32208.08,75,2023617,2252425,10248200192,27342405632
2025-05-14 10:01:36,40.912,3.852,811008,0,69.90,30556.41,32208.08,75,2023876,2252667,10248650752,27342405632
2025-05-14 10:01:37,39.216,3.697,0,0,169.70,30556.41,32208.08,75,2024136,2252908,10249555968,27342405632
2025-05-14 10:01:37,45.285,4.307,1245184,0,69.90,30556.41,32208.08,75,2024372,2253133,10249895936,27342405632
2025-05-14 10:01:37,43.991,4.044,90112,0,129.80,30556.41,32208.08,75,2024625,2253367,10250035200,27342405632
2025-05-14 10:01:37,47.690,4.081,81920,626688,99.80,30556.41,32208.08,75,2024932,2253736,10250067968,27343040512
2025-05-14 10:01:37,40.484,3.766,0,8192,109.80,30556.41,32208.08,75,2025145,2253945,10250121216,27343040512
2025-05-14 10:01:38,42.165,3.927,53248,20480,59.90,30556.41,32208.08,75,2025362,2254167,10250121216,27343069184
2025-05-14 10:01:38,41.139,3.806,0,8192,39.90,30556.41,32208.08,75,2025563,2254368,10250121216,27343069184
2025-05-14 10:01:38,44.018,3.747,0,0,39.90,30556.41,32208.08,75,2025765,2254570,10250121216,27343069184
2025-05-14 10:01:38,41.818,3.707,0,0,49.90,30556.41,32208.08,75,2025967,2254773,10250121216,27343134720
2025-05-14 10:01:38,39.584,3.681,0,65536,59.90,30556.41,32208.08,75,2026169,2254975,10250121216,27343134720
2025-05-14 10:01:39,38.703,3.679,0,0,69.90,30556.41,32208.08,75,2026383,2255193,10250121216,27343163392
2025-05-14 10:01:39,40.185,3.740,0,28672,59.90,30556.41,32208.08,75,2026584,2255394,10250121216,27343163392
2025-05-14 10:01:39,39.711,3.713,0,0,69.90,30556.41,32208.08,75,2026786,2255596,10250121216,27343163392
2025-05-14 10:01:39,39.572,3.648,0,0,49.90,30556.41,32208.08,75,2026987,2255797,10250121216,27343163392
2025-05-14 10:01:39,40.966,3.691,0,0,40.00,30556.41,32208.08,75,2027188,2255998,10250121216,27343163392
2025-05-14 10:01:40,42.529,3.690,0,0,49.90,30556.41,32208.08,75,2027390,2256200,10250121216,27343163392
2025-05-14 10:01:40,40.405,3.949,159744,0,209.60,30556.41,32208.08,75,2027652,2256451,10250330112,27343192064
2025-05-14 10:01:40,45.362,4.365,98304,28672,339.40,30556.48,32208.08,75,2028001,2256775,10250440704,27343278080
2025-05-14 10:01:40,43.678,4.409,61440,90112,69.90,30556.48,32208.08,75,2028206,2256981,10250440704,27343282176
2025-05-14 10:01:40,42.167,3.883,8192,0,109.80,30556.48,32208.08,75,2028425,2257199,10250448896,27343302656
2025-05-14 10:01:41,41.319,3.895,0,20480,59.90,30556.48,32208.08,75,2028630,2257404,10250448896,27343302656
2025-05-14 10:01:41,42.875,4.329,0,0,99.80,30556.48,32208.08,75,2028833,2257606,10250448896,27343302656
2025-05-14 10:01:41,47.995,4.388,0,0,139.70,30556.48,32208.08,75,2029037,2257809,10250481664,27343302656
2025-05-14 10:01:41,46.911,3.873,32768,0,39.90,30556.48,32208.08,75,2029239,2258011,10250481664,27343302656
2025-05-14 10:01:41,42.248,3.758,0,0,99.80,30556.48,32208.08,75,2029440,2258212,10250481664,27343302656
2025-05-14 10:01:42,40.212,3.930,0,0,69.90,30556.48,32208.08,75,2029647,2258421,10250481664,27343310848
2025-05-14 10:01:42,39.300,3.738,0,8192,39.90,30556.48,32208.08,75,2029848,2258622,10250481664,27343310848
