Timestamp,Dbg002-SS_0,Clstr004-SS_3,Clstr004-SS_2,Clstr004-SS_1,Clstr004-SS_0,Clstr004-SS_4,Clstr003-SS_2,Clstr003-SS_3,Clstr003-SS_4,Clstr003-SS_1,Clstr003-SS_0,Clstr009-SS_3,Clstr009-SS_7,Clstr009-SS_8,Clstr009-SS_0,Clstr009-SS_2,Clstr009-SS_9,Clstr009-SS_5,Clstr009-SS_6,Clstr009-SS_1,Clstr009-SS_4,Clstr008-SS_3,Clstr008-SS_2,Clstr008-SS_4,Clstr008-SS_1,Clstr008-SS_0,proxy001L-SS_6,proxy001L-SS_7,proxy001L-SS_5,proxy001L-SS_8
03/02/2025 00:00,18.734101811423898,28.121261596970726,31.16943359345896,27.657394409470726,27.749481201317394,27.434234619431663,31.774215698533226,36.50836944580078,36.459503173682606,35.95779418974416,34.09606933564646,23.62243652314646,24.63226318359375,26.299591064162087,28.24523925810354,31.76239013700979,30.533447265042923,30.720977783494163,31.038818359957077,30.7435607915977,31.172943115234375,12.694702149019577,12.43133544921875,12.774658203125,12.12310791015625,12.601013184757903,40.6494140625,41.61376953125,41.28906249534339,40.97167968284339
03/02/2025 00:05,18.77266438677907,28.223800659179688,30.09277343735448,27.636566162254894,29.37164306640625,27.442703246924793,31.97479248046875,37.68493652314646,35.63636779799708,36.02119445786229,34.04060363754979,23.332977294921875,24.8472595209023,26.265411377244163,28.209533690824173,31.804351806931663,30.562896728224587,30.686035155667923,31.024627685837913,30.726013184175827,31.145477294921875,12.62664794921875,12.715759276761673,12.798156737699173,12.185058594332077,12.6312255859375,40.842285146936774,41.60644530784339,41.49658202659339,41.02050780784339
03/02/2025 00:10,18.771209195256233,28.102493286132812,29.924850464158226,27.594223022606457,29.546737670898438,27.522659301757812,31.974334716505837,38.562850952439476,35.79704284638865,35.96153259277344,33.90235900878906,23.17932128935354,24.636230469332077,26.473541259474587,28.37661743105855,31.71554565487895,30.71777343720896,30.876770018949173,31.217498779005837,30.93414306640625,31.333312988863327,12.93182373046875,12.421569824800827,13.060607909574173,12.356872559757903,12.8570556640625,40.58105468284339,41.58203124534339,41.628417978063226,41.0400390625
03/02/2025 00:15,18.775574769824743,28.10028076200979,29.75715637221583,26.69181665405631,29.267120361328125,27.553482055373024,31.992263793654274,38.37867736801854,35.9954833984375,35.634613037109375,33.935394287254894,23.321075439162087,24.663119846081827,26.2603759765625,28.17535400390625,31.688385010056663,30.503387450880837,30.69610595703125,31.01684570283396,30.72479248075979,31.124114990234375,12.675170897273347,12.41912841796875,12.828979492769577,12.167968749417923,12.618103026761673,40.146484365686774,41.538085928186774,41.6015625,41.098632803186774
03/02/2025 00:20,18.731191428378224,28.495407104492188,29.717178344435524,26.799500826746225,27.863616943068337,27.496109008643543,32.121124267723644,38.41575622573146,36.51145935073146,35.349884033348644,33.972930908203125,23.31710815487895,24.73876953154104,26.285247803025413,28.20007324189646,31.780395508394577,30.585632324800827,30.711975097074173,31.035308838181663,30.744476318068337,31.161956787400413,12.66326904296875,12.636108399601653,12.803955079289153,12.138061522273347,12.603149414644577,40.234375,41.0400390625,41.660156240686774,41.018066415563226
03/02/2025 00:25,18.757384875789285,28.16780090361135,29.860153198387707,26.808959571644664,27.75367736830958,27.53753662109375,32.82035827651271,38.30078125029104,36.16203308120021,35.25146484389552,35.85479736357229,23.4861755365273,24.657745361037087,26.3856506353477,28.3143615728477,31.677703857712913,30.66238403262105,30.797424315824173,31.130218505859375,30.860290527925827,31.20254516543355,12.933044432429597,12.441406250582077,13.1256103515625,12.453613281832077,12.979431153507903,40.346679696813226,41.064453125,41.78955077659339,40.83984375465661
03/02/2025 00:30,18.779940344393253,28.26179504409083,29.73510742158396,26.94647517055273,27.685165405273438,27.462081909470726,32.74169921860448,38.4934234622051,35.805435180373024,35.236434936814476,36.03012084931834,23.5595703125,24.636383056349587,26.26068115205271,28.232879638380837,31.654815674119163,30.582733154005837,30.71411132841604,31.02905273408396,30.736541748046875,31.006774902925827,12.716369627742097,12.430419921292923,12.805786132230423,12.131042481632903,12.6251220703125,40.52734375,41.44287109375,41.7724609375,40.88867187965661
03/02/2025 00:35,18.65770425647497,28.543777465529274,29.703521728515625,27.17494023963809,27.728729248337913,27.46704101591604,32.6462554934551,38.562774658203125,35.53649902314646,35.28541564955958,36.15226745605469,23.60382080078125,24.823455810837913,26.157531738863327,28.16589355497854,31.801910400099587,30.554962158203125,30.697021484957077,31.021881103515625,30.72479248075979,30.98022460908396,12.688903807429597,12.690124512300827,12.821655272273347,12.171325684175827,12.636718750582077,40.52734375,41.672363271936774,41.7724609375,40.92285155784339
03/02/2025 00:40,18.674438958987594,28.396759033057606,29.752883910987293,27.11309459991753,27.706069945998024,27.559661865234375,32.79922485380666,38.481903076171875,35.43746948271291,36.308441161963856,36.04736328125,23.76861572265625,24.65789794950979,26.3029479974648,28.304443359957077,31.69586181611521,30.672302245511673,30.85968017549021,31.2165832525352,30.875091553025413,31.15386962890625,12.985534669132903,12.482910155085847,13.065490723238327,12.377014159574173,12.890930176945403,40.37353515159339,41.69433594215661,41.7724609375,40.96191406715661
03/02/2025 00:45,18.756657280027866,27.980422973632812,29.621200561814476,27.06070770509541,27.677230835251976,27.208409644663334,33.563232421875,38.34487915009959,35.402603149123024,37.31567382783396,35.0264739987324,23.86352539033396,24.689636231050827,26.14715576200979,28.1373596197227,31.70013427734375,30.469360350980423,30.72845458955271,31.01638793887105,30.715026854886673,30.97106933564646,12.717285155667923,12.361450196476653,12.822265626164153,12.166748047457077,12.630310058011673,40.478515625,41.665039071813226,41.77734374534339,40.96191406715661
