Date,CPU Utilization,CPU Power
2025-05-22 01:14:57,0.11244979919679,15.60451060000025
2025-05-22 01:14:58,0.08501362397820,11.15604526601928
2025-05-22 01:14:59,0.07925801011804,10.53372791866934
2025-05-22 01:15:00,0.08196721311475,7.27833906580492
2025-05-22 01:15:01,0.07259825327511,8.46763152941201
2025-05-22 01:15:02,0.04821327283040,6.42114639240515
2025-05-22 01:15:03,0.03193277310924,4.07326843074311
2025-05-22 01:15:04,0.03939223410242,4.91871536912756
2025-05-22 01:15:05,0.02766798418972,3.77033594736840
2025-05-22 01:15:06,0.02605863192182,3.25384834231388
2025-05-22 01:15:07,0.03869882220976,4.74472459708741
2025-05-22 01:15:08,0.03418803418803,3.07440177198696
2025-05-22 01:15:09,0.02756339581036,2.19043361986626
2025-05-22 01:15:10,0.10621904237755,8.66213034238608
2025-05-22 01:15:11,0.07851458885942,6.68416410924376
2025-05-22 01:15:12,0.05629139072848,5.06771848322153
2025-05-22 01:15:13,0.05597416576964,5.09086204099245
2025-05-22 01:15:14,0.03869541182974,4.30429515463908
2025-05-22 01:15:15,0.05866228070175,6.29886854155498
2025-05-22 01:15:16,0.05543358946213,4.66929617583500
2025-05-22 01:15:17,0.04015401540154,3.76074520823533
2025-05-22 01:15:18,0.11358574610245,9.14124612197479
2025-05-22 01:15:19,0.09604829857300,7.95280398296585
2025-05-22 01:15:20,0.09317443120260,10.38617437804896
2025-05-22 01:15:21,0.06782419967444,5.82866319444440
2025-05-22 01:15:22,0.06302286670385,6.37282458367889
2025-05-22 01:15:23,0.07606263982103,6.16685166958227
2025-05-22 01:15:24,0.04192286193404,3.76483438876646
2025-05-22 01:15:25,0.02983425414365,2.67952968708977
2025-05-22 01:15:26,0.03879310344828,3.25974156087409
2025-05-22 01:15:27,0.03603104212860,4.21372714285709
2025-05-22 01:15:28,0.03611738148984,4.52618847266324
2025-05-22 01:15:29,0.10584958217270,8.21141982898269
2025-05-22 01:15:30,0.24311926605505,19.50220267189008
2025-05-22 01:15:31,0.39874213836478,29.96279093279048
2025-05-22 01:15:32,0.28449328449328,21.05391236111154
2025-05-22 01:15:33,0.27985303123086,27.90085867445491
2025-05-22 01:15:34,0.26383763837638,29.34034250847469
2025-05-22 01:15:35,0.26379624014554,27.34340305727503
2025-05-22 01:15:36,0.25433168316832,25.64257458369091
2025-05-22 01:15:37,0.27556644213105,26.45856133603220
2025-05-22 01:15:38,0.24835820895522,19.91991970186350
2025-05-22 01:15:39,0.29400977995110,24.36285232097323
2025-05-22 01:15:40,0.25480769230769,23.22278546798079
2025-05-22 01:15:41,0.23386619301362,23.08554639973144
2025-05-22 01:15:42,0.21875000000000,24.37946602000040
2025-05-22 01:15:43,0.19976771196283,22.47448845859847
2025-05-22 01:15:44,0.24066135946111,25.52629282511894
2025-05-22 01:15:45,0.17401392111369,20.06467070707114
2025-05-22 01:15:46,0.19696969696970,22.91756761363682
2025-05-22 01:15:47,0.16016548463357,11.52771429438376
2025-05-22 01:15:48,0.17101449275362,13.12777533333331
2025-05-22 01:15:49,0.17521613832853,16.04522910979946
2025-05-22 01:15:50,0.18683274021352,20.95119840983627
2025-05-22 01:15:51,0.23454545454545,26.06006421464221
2025-05-22 01:15:52,0.26678989525570,29.10849089130395
2025-05-22 01:15:53,0.21344119477287,26.41101623668619
2025-05-22 01:15:54,0.21088435374150,25.35710545335890
2025-05-22 01:15:55,0.20830860534125,19.20647363773570
2025-05-22 01:15:56,0.18995765275257,13.98678946478896
2025-05-22 01:15:57,0.18262411347518,13.56997021776500
2025-05-22 01:15:58,0.26559604694256,26.57701353037739
2025-05-22 01:15:59,0.20807833537332,25.56744766798413
2025-05-22 01:16:00,0.18637157833430,19.06587277241372
2025-05-22 01:16:01,0.18411764705882,16.26083535518479
2025-05-22 01:16:02,0.20644391408115,23.26281563050836
2025-05-22 01:16:03,0.19529837251356,22.39579565217366
2025-05-22 01:16:04,0.22364411943937,25.82045884210622
2025-05-22 01:16:05,0.19729563614014,22.50383194599240
2025-05-22 01:16:06,0.18403811792734,21.06176257094615
2025-05-22 01:16:07,0.18123167155425,12.74683741638240
2025-05-22 01:16:08,0.16035502958580,10.99460156239291
2025-05-22 01:16:09,0.17978173463527,16.90679407913698
2025-05-22 01:16:10,0.19383003492433,20.35155389020757
2025-05-22 01:16:11,0.19901417128774,24.87504101782175
2025-05-22 01:16:12,0.20268620268620,24.36889916068145
2025-05-22 01:16:13,0.19602106495026,22.56084697457689
2025-05-22 01:16:14,0.27458256029685,28.20348045714175
2025-05-22 01:16:15,0.38310038119441,27.16276800574255
2025-05-22 01:16:16,0.43274111675127,28.31955097560974
2025-05-22 01:16:17,0.37858032378580,27.28073501062775
2025-05-22 01:16:18,0.16177285318560,14.20186989140270
2025-05-22 01:16:19,0.07709130672499,9.41395558802172
2025-05-22 01:16:20,0.05424528301887,9.27435194666668
2025-05-22 01:16:21,0.28225317989098,28.64436170481890
2025-05-22 01:16:22,0.23413173652695,25.70047944425879
2025-05-22 01:16:23,0.43296985246953,35.73327699742313
2025-05-22 01:16:24,0.37374371859296,23.91942225806441
2025-05-22 01:16:25,0.21954090641554,16.43694346418593
2025-05-22 01:16:26,0.18422567645366,15.99117018181807
2025-05-22 01:16:27,0.05064715813168,6.74588673786423
2025-05-22 01:16:28,0.05422740524781,8.40254797336556
2025-05-22 01:16:29,0.10267613326051,12.18563135042738
2025-05-22 01:16:30,0.10385259631491,12.98456442144193
2025-05-22 01:16:31,0.09843158464035,11.46988684705896
