Dads v5,D16ads v5,EPYC 3rd Gen,16,64,96,384,,SSD,1,,
Dads v5,D8ads v5,EPYC 3rd Gen,8,32,96,384,,SSD,1,,
Eads v5,E16ads v5,EPYC 3rd Gen,16,128,112,672,,SSD,1,,
Eads v5,E8ads v5,EPYC 3rd Gen,8,64,112,672,,SSD,1,,
Eads v5,E4ads v5,EPYC 3rd Gen,4,32,112,672,,SSD,1,,
General Purpose - standard-series (Gen5),GP_Gen5_24,Unknown,20,102,80,408,,SSD,1,,
General Purpose - standard-series (Gen5),GP_Gen5_18,Unknown,6,30.6,80,408,,SSD,1,,
General Purpose - standard-series (Gen5),GP_Gen5_4,Unknown,4,20.4,80,408,,SSD,1,,
MOX1,RutgerMain,Cascade Lake,8,32,16,196,SSD,SSD,1,,
