__run_id,__done,app_version,test_duration,test_success_rate,scenario_count,powerjoular_power,powerjoular_util,vm_avg_cpu_percent,vm_avg_memory_mb,vm_avg_thread_count,vm_total_io_read_count,vm_total_io_write_count
run_0_repetition_0,DONE,current,5029.0,100.0,79,40.117,29.155,191.67,30556.01,24.5,6290784,6636857
run_0_repetition_1,DONE,current,5022.0,100.0,79,40.243,28.573,190.66,30555.5,32.27,6264649,6623398
run_0_repetition_2,DONE,current,5066.0,100.0,79,40.219,32.765,189.13,30555.79,23.9,6318455,6667026
run_0_repetition_3,DONE,current,5080.0,100.0,79,40.235,28.835,192.64,30555.88,25.87,6338693,6688449
run_0_repetition_4,DONE,current,5629.0,100.0,79,39.873,28.26,178.79,30556.2,26.17,6871087,7226796
